,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
4309,38,services,married,secondary,no,4582,yes,no,telephone,16,apr,193,1,314,4,other,no
4310,45,blue-collar,married,secondary,no,96,yes,no,cellular,13,apr,348,3,256,2,failure,yes
4311,56,management,married,tertiary,no,665,no,no,cellular,29,aug,25,12,-1,0,unknown,no
4312,47,technician,divorced,secondary,no,129,no,no,cellular,2,feb,110,2,222,2,failure,no
4313,52,management,married,tertiary,no,2063,yes,no,cellular,17,nov,114,1,-1,0,unknown,no
4314,28,admin.,married,secondary,no,629,no,no,cellular,2,feb,160,4,-1,0,unknown,no
4315,43,services,divorced,secondary,no,372,yes,yes,cellular,4,feb,618,2,274,2,failure,no
4316,50,housemaid,married,primary,no,85,no,no,cellular,21,nov,714,1,-1,0,unknown,no
4317,55,blue-collar,divorced,unknown,no,103,yes,no,cellular,21,jul,769,3,-1,0,unknown,no
4318,32,technician,single,tertiary,no,20,yes,yes,cellular,18,aug,193,5,-1,0,unknown,no
4319,33,blue-collar,single,secondary,no,16649,yes,no,cellular,5,feb,173,1,-1,0,unknown,no
4320,41,unemployed,married,primary,no,101,yes,no,cellular,11,may,275,1,-1,0,unknown,no
4321,36,technician,married,secondary,no,58,no,no,cellular,3,feb,24,2,-1,0,unknown,no
4322,48,services,married,secondary,no,1555,no,no,cellular,2,feb,121,1,-1,0,unknown,no
4323,34,services,single,secondary,no,313,yes,no,cellular,14,jul,634,3,-1,0,unknown,no
4324,24,technician,single,secondary,no,139,no,no,cellular,14,apr,259,1,-1,0,unknown,no
4325,37,admin.,single,secondary,no,-296,yes,no,cellular,20,apr,81,1,-1,0,unknown,no
4326,56,retired,married,primary,no,334,no,no,cellular,6,aug,128,2,-1,0,unknown,no
4327,30,blue-collar,married,secondary,no,3653,yes,yes,unknown,6,jun,167,4,-1,0,unknown,no
4328,37,services,married,secondary,no,749,yes,no,cellular,3,apr,121,2,-1,0,unknown,no
4329,41,self-employed,married,tertiary,no,-326,yes,yes,unknown,23,may,86,2,-1,0,unknown,no
4330,41,blue-collar,married,primary,no,438,no,no,cellular,5,feb,46,1,-1,0,unknown,no
4331,53,blue-collar,married,primary,no,5603,no,no,cellular,28,aug,2372,6,-1,0,unknown,yes
4332,31,blue-collar,divorced,primary,no,1,yes,no,cellular,8,may,36,5,336,9,failure,no
4333,34,technician,single,secondary,no,0,no,no,cellular,7,aug,181,3,-1,0,unknown,no
4334,58,technician,married,secondary,no,1,no,no,cellular,28,jan,536,2,-1,0,unknown,no
4335,41,housemaid,married,primary,no,216,no,no,cellular,13,aug,152,2,-1,0,unknown,no
4336,58,admin.,married,secondary,no,92,yes,no,unknown,27,may,180,1,-1,0,unknown,no
4337,35,unemployed,single,tertiary,no,2340,no,no,cellular,31,jul,420,9,-1,0,unknown,no
4338,52,retired,married,secondary,no,1956,no,no,unknown,6,jun,384,2,-1,0,unknown,no
4339,46,unknown,single,unknown,no,63,no,no,unknown,19,jun,235,1,-1,0,unknown,no
4340,45,blue-collar,married,primary,no,900,yes,no,unknown,9,jun,213,1,-1,0,unknown,no
4341,38,blue-collar,single,secondary,no,57,yes,no,unknown,9,may,21,1,-1,0,unknown,no
4342,39,blue-collar,married,secondary,no,230,yes,yes,cellular,21,jul,38,1,-1,0,unknown,no
4343,38,management,married,secondary,no,794,yes,no,unknown,6,jun,50,3,-1,0,unknown,no
4344,35,services,married,secondary,no,44,yes,no,telephone,17,apr,377,2,-1,0,unknown,no
4345,60,management,married,secondary,no,0,no,no,cellular,20,may,321,4,87,8,failure,no
4346,31,management,married,tertiary,no,40,no,no,cellular,2,feb,118,2,-1,0,unknown,no
4347,31,entrepreneur,single,tertiary,yes,37,yes,no,unknown,12,may,281,1,-1,0,unknown,no
4348,41,management,married,tertiary,no,4063,yes,no,cellular,12,may,14,5,172,2,failure,no
4349,55,technician,divorced,secondary,no,0,no,no,unknown,5,may,160,1,-1,0,unknown,no
4350,47,technician,single,secondary,no,361,no,no,unknown,9,jun,123,2,-1,0,unknown,no
4351,40,blue-collar,divorced,secondary,no,2540,yes,no,unknown,14,may,189,1,-1,0,unknown,no
4352,61,management,married,tertiary,no,7935,no,no,cellular,26,aug,427,17,-1,0,unknown,no
4353,40,blue-collar,divorced,primary,no,737,yes,yes,unknown,12,may,102,1,-1,0,unknown,no
4354,42,blue-collar,married,secondary,no,2157,yes,no,cellular,13,may,149,1,364,2,failure,no
4355,53,technician,divorced,secondary,no,2156,yes,no,cellular,23,jul,671,4,-1,0,unknown,no
4356,48,entrepreneur,married,primary,no,2675,no,no,cellular,20,nov,123,1,-1,0,unknown,no
4357,38,blue-collar,married,primary,no,4406,yes,no,telephone,13,may,689,2,-1,0,unknown,yes
4358,50,admin.,single,secondary,no,330,yes,no,unknown,28,may,24,1,-1,0,unknown,no
4359,55,services,divorced,secondary,no,218,yes,no,unknown,29,may,200,2,-1,0,unknown,no
4360,49,blue-collar,married,primary,no,-157,yes,no,cellular,7,jul,491,3,-1,0,unknown,yes
4361,51,blue-collar,married,secondary,no,279,no,no,cellular,28,aug,64,3,-1,0,unknown,no
4362,44,blue-collar,married,secondary,no,54,yes,no,unknown,5,may,197,1,-1,0,unknown,no
4363,41,admin.,married,secondary,no,-5,yes,no,cellular,29,jul,38,17,-1,0,unknown,no
4364,30,technician,single,tertiary,no,-266,no,yes,cellular,25,aug,66,4,-1,0,unknown,no
4365,34,management,married,tertiary,no,6808,yes,no,cellular,21,nov,8,3,-1,0,unknown,no
4366,37,management,married,secondary,yes,33,no,yes,cellular,17,jul,117,1,-1,0,unknown,no
4367,41,technician,married,secondary,no,2490,yes,no,unknown,21,may,115,2,-1,0,unknown,no
4368,51,entrepreneur,married,tertiary,no,228,yes,no,cellular,7,may,72,1,-1,0,unknown,no
4369,30,technician,single,secondary,no,659,yes,no,unknown,20,may,241,3,-1,0,unknown,no
4370,28,student,single,tertiary,no,111,no,no,cellular,10,mar,70,2,-1,0,unknown,no
4371,51,technician,married,secondary,no,1123,no,no,unknown,18,jun,54,4,-1,0,unknown,no
4372,29,management,single,tertiary,no,0,yes,no,unknown,5,may,363,1,-1,0,unknown,no
4373,39,management,single,tertiary,no,416,no,no,cellular,9,jul,427,1,-1,0,unknown,no
4374,38,services,single,secondary,no,167,yes,no,cellular,7,apr,255,2,-1,0,unknown,no
4375,26,student,single,secondary,no,119,no,no,cellular,3,feb,247,3,-1,0,unknown,no
4376,30,services,married,secondary,no,-43,yes,yes,cellular,17,apr,79,1,325,2,other,no
4377,66,management,single,tertiary,no,6483,no,no,cellular,13,aug,275,1,-1,0,unknown,no
4378,48,admin.,married,secondary,no,1131,no,yes,cellular,8,may,49,1,-1,0,unknown,no
4379,35,management,single,secondary,yes,-202,yes,no,unknown,20,may,268,3,-1,0,unknown,no
4380,42,blue-collar,married,secondary,no,-628,yes,yes,unknown,15,may,251,1,-1,0,unknown,no
4381,35,blue-collar,married,primary,no,1347,yes,yes,cellular,20,apr,360,1,-1,0,unknown,no
4382,49,blue-collar,married,primary,no,-347,yes,yes,unknown,4,jun,213,3,-1,0,unknown,no
4383,29,services,single,secondary,no,0,yes,no,cellular,11,jul,314,2,-1,0,unknown,no
4384,51,services,married,primary,no,320,no,yes,cellular,17,jul,59,2,-1,0,unknown,no
4385,55,services,divorced,secondary,no,935,no,no,cellular,14,jul,65,2,-1,0,unknown,no
4386,56,management,married,primary,no,199,yes,yes,cellular,4,feb,331,2,209,1,failure,no
4387,27,management,single,tertiary,no,2802,yes,no,cellular,18,may,84,1,-1,0,unknown,no
4388,32,management,single,tertiary,no,12569,no,no,cellular,1,jul,561,2,295,2,success,yes
4389,47,technician,married,unknown,no,2106,yes,no,unknown,6,may,168,1,-1,0,unknown,no
4390,32,services,single,secondary,no,441,no,yes,cellular,25,jul,135,2,-1,0,unknown,no
4391,23,blue-collar,single,secondary,no,1690,yes,yes,unknown,30,may,163,3,-1,0,unknown,no
4392,30,student,single,secondary,no,336,no,no,cellular,29,jan,67,1,-1,0,unknown,no
4393,33,blue-collar,married,primary,no,208,yes,no,cellular,16,jul,284,1,-1,0,unknown,no
4394,65,retired,married,primary,no,3629,no,no,cellular,27,apr,148,1,-1,0,unknown,yes
4395,39,blue-collar,married,secondary,no,5201,no,no,unknown,9,jun,317,1,-1,0,unknown,no
4396,24,blue-collar,single,secondary,no,1857,yes,no,cellular,8,oct,147,1,92,5,other,yes
4397,37,unemployed,single,tertiary,no,953,yes,no,cellular,2,feb,102,1,155,5,failure,no
4398,39,management,married,tertiary,no,351,yes,no,unknown,20,may,999,3,-1,0,unknown,no
4399,32,management,married,tertiary,no,3154,no,no,cellular,3,jun,126,1,44,4,failure,no
4400,54,technician,married,secondary,no,0,no,no,telephone,14,aug,159,2,106,6,success,no
4401,33,services,divorced,secondary,no,2411,yes,no,cellular,23,oct,130,1,161,1,failure,yes
4402,36,management,married,tertiary,no,0,yes,no,unknown,2,jun,1576,3,-1,0,unknown,no
4403,49,management,married,tertiary,no,1167,yes,yes,cellular,25,jun,213,6,150,8,failure,yes
4404,55,blue-collar,married,secondary,no,49,yes,no,cellular,7,jul,494,4,-1,0,unknown,yes
4405,31,blue-collar,single,secondary,no,953,yes,no,cellular,14,may,479,1,346,2,success,yes
4406,43,blue-collar,single,secondary,no,615,no,no,cellular,14,jul,97,4,-1,0,unknown,no
4407,41,blue-collar,married,primary,no,381,no,no,unknown,25,jun,305,4,-1,0,unknown,no
4408,46,self-employed,single,secondary,no,526,no,no,cellular,4,aug,326,1,96,3,success,no
4409,33,admin.,single,secondary,no,585,yes,no,cellular,21,jul,147,5,-1,0,unknown,no
4410,35,unemployed,single,tertiary,no,154,no,no,cellular,29,jul,200,4,181,2,failure,yes
4411,27,blue-collar,single,secondary,no,23,no,no,cellular,26,feb,590,2,-1,0,unknown,no
4412,42,management,married,tertiary,no,1162,yes,no,cellular,13,may,406,5,364,1,other,no
4413,43,entrepreneur,married,secondary,no,1109,yes,no,cellular,6,aug,64,4,-1,0,unknown,no
4414,36,management,divorced,tertiary,no,425,yes,yes,cellular,29,jan,202,2,-1,0,unknown,no
4415,35,technician,married,secondary,no,712,yes,yes,cellular,22,aug,97,5,-1,0,unknown,no
4416,58,retired,divorced,secondary,no,63,no,no,cellular,18,nov,509,1,-1,0,unknown,no
4417,35,blue-collar,single,secondary,no,507,no,no,unknown,17,jun,43,6,-1,0,unknown,no
4418,38,technician,married,tertiary,no,1004,yes,no,cellular,16,apr,444,2,-1,0,unknown,no
4419,36,admin.,married,tertiary,no,425,no,no,unknown,20,jun,11,4,-1,0,unknown,no
4420,36,admin.,single,secondary,no,0,yes,no,cellular,14,jul,80,2,-1,0,unknown,no
4421,45,admin.,married,secondary,no,369,yes,no,cellular,15,may,20,5,-1,0,unknown,no
4422,58,blue-collar,married,unknown,no,5505,yes,no,unknown,23,may,317,4,-1,0,unknown,no
4423,34,services,married,secondary,no,-196,yes,yes,unknown,26,may,16,1,-1,0,unknown,no
4424,33,admin.,married,secondary,no,0,no,no,cellular,4,nov,86,3,-1,0,unknown,no
4425,36,management,single,tertiary,no,2806,yes,no,unknown,30,may,358,4,-1,0,unknown,no
4426,49,blue-collar,single,primary,no,566,yes,no,cellular,25,jul,979,2,-1,0,unknown,yes
4427,48,blue-collar,married,secondary,no,2214,no,no,cellular,19,aug,607,7,-1,0,unknown,no
4428,46,admin.,married,secondary,no,311,no,no,cellular,7,aug,225,6,-1,0,unknown,no
4429,56,retired,divorced,secondary,no,-663,yes,no,unknown,27,may,243,2,-1,0,unknown,no
4430,48,management,married,primary,no,1910,yes,no,unknown,29,may,413,2,-1,0,unknown,no
4431,29,services,single,secondary,no,-453,yes,no,cellular,21,jul,213,1,-1,0,unknown,no
4432,54,retired,single,primary,no,466,no,no,cellular,5,jun,151,2,-1,0,unknown,no
4433,33,entrepreneur,married,tertiary,no,964,yes,no,cellular,18,may,97,1,180,3,failure,no
4434,50,management,married,tertiary,no,830,no,no,cellular,17,nov,71,1,138,2,failure,no
4435,36,admin.,married,secondary,no,96,no,no,cellular,2,feb,302,1,-1,0,unknown,yes
4436,38,technician,single,secondary,no,173,no,no,cellular,29,aug,150,4,-1,0,unknown,no
4437,49,admin.,married,primary,no,686,yes,yes,cellular,1,apr,286,2,225,4,other,no
4438,31,self-employed,single,tertiary,no,283,no,no,cellular,1,jun,134,1,-1,0,unknown,no
4439,48,management,single,tertiary,no,5904,yes,no,cellular,12,aug,127,2,-1,0,unknown,no
4440,31,blue-collar,married,primary,no,1738,no,no,telephone,5,feb,895,3,-1,0,unknown,no
4441,47,housemaid,married,primary,no,183,no,no,cellular,13,aug,144,1,-1,0,unknown,no
4442,42,technician,married,secondary,no,534,no,no,cellular,5,aug,314,1,-1,0,unknown,no
4443,50,management,married,tertiary,no,-94,no,yes,unknown,25,jun,75,1,-1,0,unknown,no
4444,51,admin.,married,tertiary,no,0,yes,yes,cellular,15,jun,177,4,99,2,success,no
4445,38,blue-collar,married,primary,no,1131,yes,no,unknown,29,may,102,3,-1,0,unknown,no
4446,36,admin.,divorced,secondary,no,307,yes,no,unknown,13,may,121,2,-1,0,unknown,no
4447,57,blue-collar,divorced,primary,no,5041,yes,no,cellular,16,apr,284,1,336,1,failure,no
4448,46,services,married,secondary,no,1400,no,no,unknown,23,jun,25,2,-1,0,unknown,no
4449,35,services,married,secondary,no,437,yes,no,unknown,26,may,240,1,-1,0,unknown,no
4450,52,admin.,married,secondary,no,347,no,no,cellular,11,aug,217,2,-1,0,unknown,no
4451,46,management,single,tertiary,no,502,no,no,cellular,25,jul,18,2,-1,0,unknown,no
4452,27,technician,single,secondary,no,126,yes,yes,cellular,5,feb,147,2,216,4,failure,no
4453,33,services,married,secondary,no,7,yes,no,unknown,20,may,217,1,-1,0,unknown,no
4454,56,technician,married,secondary,no,2065,no,no,cellular,14,aug,71,2,-1,0,unknown,no
4455,53,self-employed,divorced,secondary,no,8112,yes,yes,cellular,15,apr,75,1,146,1,failure,no
4456,53,blue-collar,single,unknown,no,160,yes,no,cellular,7,may,589,2,-1,0,unknown,no
4457,43,management,divorced,tertiary,no,-410,no,yes,cellular,9,jul,189,1,-1,0,unknown,no
4458,28,management,single,tertiary,no,866,no,no,cellular,23,mar,191,2,-1,0,unknown,yes
4459,19,student,single,unknown,no,60,no,no,cellular,14,aug,253,1,-1,0,unknown,no
4460,47,technician,single,tertiary,no,31,no,yes,cellular,24,jul,63,4,-1,0,unknown,no
4461,36,admin.,married,secondary,no,0,yes,no,cellular,21,jul,93,7,-1,0,unknown,no
4462,51,entrepreneur,married,secondary,yes,-2082,no,yes,cellular,28,jul,123,6,-1,0,unknown,no
4463,41,management,married,tertiary,no,1715,no,yes,cellular,30,jul,695,2,-1,0,unknown,no
4464,28,services,single,secondary,no,3575,yes,no,unknown,3,jun,245,1,-1,0,unknown,no
4465,46,services,divorced,secondary,no,2268,yes,no,cellular,13,may,281,3,-1,0,unknown,no
4466,32,management,married,tertiary,no,4307,yes,no,unknown,28,may,91,3,-1,0,unknown,no
4467,49,services,married,secondary,no,884,yes,no,telephone,8,jul,201,3,-1,0,unknown,no
4468,34,self-employed,married,tertiary,no,865,yes,no,cellular,21,jul,51,7,-1,0,unknown,no
4469,40,blue-collar,married,secondary,yes,-94,yes,yes,unknown,7,may,227,1,-1,0,unknown,no
4470,55,entrepreneur,married,tertiary,no,625,no,no,unknown,26,jun,48,4,-1,0,unknown,no
4471,53,unemployed,married,secondary,no,76,yes,yes,unknown,16,may,283,1,-1,0,unknown,no
4472,44,entrepreneur,married,tertiary,no,1080,no,yes,unknown,4,jul,566,3,-1,0,unknown,no
4473,83,housemaid,married,primary,no,2140,no,no,cellular,6,sep,109,3,276,8,other,no
4474,31,services,married,secondary,no,-163,yes,no,cellular,21,jul,200,2,-1,0,unknown,no
4475,50,management,single,tertiary,no,567,yes,no,unknown,16,may,274,8,-1,0,unknown,no
4476,23,blue-collar,single,unknown,no,817,yes,no,cellular,18,may,123,1,-1,0,unknown,no
4477,39,admin.,divorced,secondary,no,512,no,no,cellular,4,feb,275,1,-1,0,unknown,no
4478,24,services,single,unknown,no,2022,no,no,cellular,23,apr,159,4,-1,0,unknown,yes
4479,48,retired,married,primary,yes,-285,no,yes,cellular,19,nov,157,1,-1,0,unknown,no
4480,35,management,married,tertiary,no,1801,no,no,cellular,20,nov,53,1,-1,0,unknown,no
4481,46,unknown,married,unknown,no,613,no,no,unknown,6,jun,51,1,-1,0,unknown,no
4482,52,management,married,tertiary,no,258,no,no,unknown,14,may,188,1,-1,0,unknown,no
4483,27,management,single,tertiary,no,2648,no,no,cellular,5,feb,917,1,-1,0,unknown,yes
4484,31,technician,single,tertiary,no,1887,no,yes,cellular,20,nov,225,2,183,1,failure,no
4485,33,entrepreneur,married,tertiary,no,83,yes,no,cellular,21,nov,70,2,-1,0,unknown,no
4486,43,technician,single,secondary,no,593,yes,no,unknown,5,may,55,1,-1,0,unknown,no
4487,26,management,single,secondary,no,2613,no,no,cellular,1,jun,326,1,-1,0,unknown,yes
4488,39,admin.,single,secondary,no,496,yes,no,unknown,12,may,788,2,-1,0,unknown,no
4489,36,management,divorced,tertiary,no,0,no,no,cellular,4,aug,1165,1,-1,0,unknown,yes
4490,71,retired,married,tertiary,no,653,no,no,telephone,3,sep,471,1,189,1,success,yes
4491,38,management,married,tertiary,no,1187,yes,yes,cellular,2,feb,157,1,-1,0,unknown,no
4492,29,admin.,married,tertiary,no,238,no,no,cellular,25,may,344,2,88,1,failure,yes
4493,50,blue-collar,married,secondary,no,1329,yes,yes,telephone,4,jul,141,2,-1,0,unknown,no
4494,29,blue-collar,married,primary,no,5,no,no,cellular,3,jun,321,1,-1,0,unknown,yes
4495,32,technician,single,tertiary,no,100,no,no,cellular,28,jan,741,1,-1,0,unknown,no
4496,33,technician,single,secondary,no,6106,no,no,cellular,5,feb,345,1,-1,0,unknown,no
4497,37,management,married,tertiary,no,1689,yes,no,unknown,29,may,645,2,-1,0,unknown,no
4498,60,retired,married,secondary,no,0,no,no,telephone,31,jul,576,20,-1,0,unknown,no
4499,37,technician,single,tertiary,no,-1,yes,no,cellular,2,feb,223,2,200,7,other,no
4500,59,management,married,primary,no,396,yes,no,unknown,2,jun,72,3,-1,0,unknown,no
4501,39,blue-collar,married,primary,no,3127,yes,yes,unknown,5,jun,451,2,-1,0,unknown,no
4502,37,management,married,tertiary,no,975,yes,yes,cellular,21,nov,69,9,-1,0,unknown,no
4503,29,technician,single,tertiary,no,865,no,no,cellular,17,may,248,3,243,1,failure,no
4504,34,blue-collar,married,primary,no,3986,yes,no,cellular,17,apr,345,2,-1,0,unknown,no
4505,29,admin.,married,secondary,no,5605,yes,no,unknown,28,may,117,2,-1,0,unknown,no
4506,50,services,married,secondary,no,2362,yes,yes,cellular,23,jul,59,4,-1,0,unknown,no
4507,42,management,single,tertiary,no,1768,yes,no,unknown,8,may,193,2,-1,0,unknown,no
4508,29,blue-collar,married,secondary,no,47,yes,yes,cellular,15,may,245,1,-1,0,unknown,no
4509,42,technician,single,secondary,no,568,yes,no,cellular,6,may,311,2,341,2,failure,no
4510,30,technician,single,secondary,no,133,yes,no,cellular,29,jan,113,2,-1,0,unknown,no
4511,31,blue-collar,married,secondary,no,505,yes,no,cellular,17,apr,218,4,329,2,other,no
4512,37,admin.,single,secondary,no,127,no,no,cellular,23,mar,83,4,-1,0,unknown,no
4513,32,self-employed,married,tertiary,no,1918,no,no,cellular,28,jan,128,2,-1,0,unknown,no
4514,39,technician,married,secondary,no,147,yes,no,cellular,6,may,151,2,-1,0,unknown,no
4515,32,blue-collar,married,secondary,no,335,yes,no,cellular,13,may,240,3,370,1,failure,no
4516,29,services,married,secondary,no,1135,yes,no,cellular,26,may,407,2,98,1,success,no
4517,43,housemaid,married,secondary,no,150,no,no,telephone,28,jul,290,7,-1,0,unknown,no
4518,40,blue-collar,married,secondary,no,750,yes,yes,cellular,16,apr,340,1,281,1,failure,no
4519,56,blue-collar,married,secondary,no,2750,no,no,cellular,11,aug,115,2,-1,0,unknown,no
4520,48,blue-collar,married,secondary,no,1596,yes,no,unknown,14,may,760,1,-1,0,unknown,yes
4521,31,technician,single,secondary,no,1626,no,no,cellular,7,may,356,2,286,3,failure,no
4522,29,unemployed,divorced,tertiary,no,1718,yes,no,cellular,18,jul,579,2,-1,0,unknown,no
4523,49,unemployed,married,secondary,no,13818,no,no,cellular,31,jul,221,2,-1,0,unknown,no
4524,34,admin.,married,secondary,no,45,yes,no,cellular,18,nov,79,1,-1,0,unknown,no
4525,34,technician,single,secondary,yes,103,yes,yes,cellular,24,jul,147,1,-1,0,unknown,no
4526,60,blue-collar,married,primary,no,4903,no,yes,unknown,9,jun,290,1,-1,0,unknown,no
4527,22,student,single,secondary,no,111,yes,no,unknown,4,jun,89,1,-1,0,unknown,no
4528,37,management,married,tertiary,no,11,no,no,cellular,21,nov,326,1,-1,0,unknown,no
4529,65,retired,married,unknown,no,679,no,no,cellular,13,may,593,2,178,1,success,no
4530,30,blue-collar,married,secondary,no,10395,yes,no,cellular,20,nov,121,1,-1,0,unknown,no
4531,26,student,single,secondary,no,1164,no,no,cellular,9,jul,116,1,301,1,other,no
4532,59,technician,single,secondary,no,6284,yes,no,cellular,17,nov,41,1,-1,0,unknown,no
4533,53,management,divorced,secondary,no,28,yes,no,cellular,21,jul,142,1,-1,0,unknown,no
4534,33,technician,single,secondary,no,1279,yes,no,cellular,18,may,239,2,349,3,success,no
4535,62,retired,married,primary,no,1515,yes,no,cellular,15,apr,98,4,178,3,failure,no
4536,67,retired,divorced,secondary,no,704,no,no,cellular,6,may,613,1,87,3,success,yes
4537,37,blue-collar,married,secondary,no,-141,yes,yes,unknown,29,may,76,3,-1,0,unknown,no
4538,39,management,single,tertiary,no,313,no,yes,cellular,29,jan,118,5,196,1,other,no
4539,26,admin.,married,secondary,no,3415,no,no,cellular,8,apr,209,1,-1,0,unknown,yes
4540,38,management,married,unknown,no,3576,no,no,cellular,26,may,579,1,-1,0,unknown,yes
4541,55,management,divorced,tertiary,no,2171,yes,yes,telephone,13,may,318,5,176,1,success,no
4542,26,self-employed,single,tertiary,no,16563,yes,no,cellular,18,may,245,1,-1,0,unknown,no
4543,32,admin.,divorced,secondary,yes,-18,yes,no,unknown,12,may,155,3,-1,0,unknown,no
4544,42,technician,married,secondary,no,570,yes,no,unknown,28,may,344,2,-1,0,unknown,no
4545,42,technician,married,secondary,no,1355,no,no,cellular,13,aug,113,6,-1,0,unknown,no
4546,53,blue-collar,married,primary,no,53,yes,no,cellular,7,apr,208,1,140,1,failure,no
4547,41,admin.,married,secondary,no,1245,no,no,unknown,18,jun,140,3,-1,0,unknown,no
4548,61,management,married,tertiary,no,175,no,no,telephone,5,aug,270,2,-1,0,unknown,yes
4549,54,unemployed,single,secondary,no,380,no,no,cellular,17,nov,696,2,-1,0,unknown,yes
4550,42,technician,single,secondary,no,746,no,no,cellular,30,jul,86,2,-1,0,unknown,no
4551,39,blue-collar,married,primary,no,640,yes,no,cellular,13,may,220,4,370,2,other,no
4552,37,blue-collar,married,secondary,no,513,yes,no,cellular,13,may,134,1,362,3,failure,no
4553,43,admin.,single,secondary,no,-497,yes,no,unknown,6,may,234,2,-1,0,unknown,no
4554,32,self-employed,single,secondary,no,360,yes,no,cellular,9,feb,175,3,259,4,failure,no
4555,34,unemployed,married,secondary,no,6438,yes,no,cellular,21,nov,21,7,-1,0,unknown,no
4556,53,admin.,married,secondary,no,2851,no,yes,telephone,1,jun,89,1,119,1,failure,no
4557,51,blue-collar,married,tertiary,no,7816,yes,no,unknown,12,may,76,2,-1,0,unknown,no
4558,53,self-employed,married,secondary,no,248,no,yes,cellular,17,nov,99,1,126,3,failure,no
4559,44,technician,divorced,unknown,no,759,yes,no,unknown,23,may,397,1,-1,0,unknown,no
4560,42,housemaid,married,primary,no,1,yes,no,telephone,28,jul,59,5,-1,0,unknown,no
4561,49,blue-collar,married,secondary,no,0,no,no,cellular,29,aug,66,17,-1,0,unknown,no
4562,29,blue-collar,married,secondary,no,76,yes,no,cellular,6,feb,198,3,-1,0,unknown,no
4563,40,technician,married,secondary,no,-282,yes,no,unknown,6,jun,223,3,-1,0,unknown,no
4564,28,admin.,single,secondary,no,260,yes,no,unknown,7,may,374,2,-1,0,unknown,no
4565,32,management,married,tertiary,no,184,yes,no,cellular,14,jul,238,3,-1,0,unknown,no
4566,45,blue-collar,married,secondary,no,2603,yes,yes,cellular,7,aug,235,2,-1,0,unknown,no
4567,52,admin.,married,secondary,no,7742,no,no,cellular,11,aug,149,3,-1,0,unknown,no
4568,31,management,married,tertiary,no,69,no,no,cellular,20,aug,195,2,-1,0,unknown,no
4569,32,entrepreneur,single,tertiary,no,890,yes,yes,cellular,28,aug,27,10,-1,0,unknown,no
4570,45,blue-collar,divorced,secondary,no,-705,no,yes,unknown,3,jul,111,1,-1,0,unknown,no
4571,39,blue-collar,married,secondary,no,1367,no,no,unknown,12,jun,43,1,-1,0,unknown,no
4572,36,admin.,single,secondary,no,1328,no,no,cellular,30,jul,69,9,-1,0,unknown,no
4573,46,blue-collar,married,secondary,no,125,yes,yes,unknown,8,may,119,2,-1,0,unknown,no
4574,57,retired,married,secondary,yes,32,yes,no,cellular,15,may,476,3,-1,0,unknown,no
4575,32,technician,single,secondary,no,271,yes,yes,cellular,11,may,271,2,-1,0,unknown,no
4576,39,technician,single,tertiary,no,1190,no,no,cellular,8,aug,136,1,-1,0,unknown,no
4577,53,admin.,single,secondary,no,2892,no,no,cellular,9,apr,527,3,-1,0,unknown,yes
4578,38,blue-collar,married,primary,no,467,yes,no,unknown,16,may,379,1,-1,0,unknown,no
4579,57,management,divorced,unknown,no,854,no,no,cellular,27,aug,700,4,92,1,failure,yes
4580,27,admin.,single,secondary,no,691,yes,no,unknown,3,jun,418,2,-1,0,unknown,no
4581,34,admin.,single,secondary,no,10,no,yes,cellular,18,nov,162,1,173,3,failure,no
4582,46,management,single,tertiary,no,0,no,no,cellular,22,aug,686,2,-1,0,unknown,yes
4583,32,management,single,tertiary,no,1831,yes,no,cellular,20,apr,86,2,-1,0,unknown,no
4584,36,entrepreneur,married,tertiary,no,0,no,no,unknown,2,jun,87,3,-1,0,unknown,no
4585,56,services,married,secondary,no,705,yes,no,unknown,29,may,151,2,-1,0,unknown,no
4586,25,services,single,secondary,no,556,yes,yes,unknown,4,jun,361,1,-1,0,unknown,no
4587,43,blue-collar,single,primary,no,2,yes,no,cellular,30,jul,783,3,-1,0,unknown,no
4588,33,blue-collar,married,primary,no,-195,no,no,unknown,20,sep,9,1,-1,0,unknown,no
4589,66,retired,married,primary,no,3629,no,no,cellular,2,feb,474,1,172,2,other,yes
4590,57,retired,married,primary,no,903,no,no,unknown,16,jun,141,1,-1,0,unknown,no
4591,38,student,married,unknown,no,0,no,no,cellular,8,jul,341,1,385,1,failure,yes
4592,30,management,married,tertiary,no,859,yes,no,unknown,20,may,249,3,-1,0,unknown,no
4593,40,admin.,single,tertiary,no,283,yes,no,cellular,20,apr,222,1,153,4,failure,no
4594,40,management,married,secondary,no,408,yes,no,unknown,20,jun,37,4,-1,0,unknown,no
4595,35,blue-collar,married,primary,no,22,yes,no,cellular,15,may,1190,2,302,2,other,yes
4596,38,services,divorced,secondary,no,5873,no,no,unknown,8,may,191,2,-1,0,unknown,no
4597,25,technician,single,secondary,no,7103,yes,no,cellular,18,may,287,1,-1,0,unknown,no
4598,40,services,married,secondary,no,879,yes,yes,cellular,2,apr,349,3,-1,0,unknown,no
4599,52,technician,divorced,tertiary,no,0,no,no,cellular,19,aug,119,2,-1,0,unknown,no
4600,32,technician,married,secondary,no,106,no,no,cellular,9,feb,12,8,174,9,other,no
