,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
1060,0,0.0,0,0.0,4,88.0,0.0,0.05,0.0,0.0,Feb,4,1,1,3,Returning_Visitor,False,False
1061,0,0.0,2,46.0,9,546.0,0.0,0.02,0.0,0.0,Mar,2,6,1,2,Returning_Visitor,False,False
1062,0,0.0,0,0.0,4,18.2,0.15,0.15,0.0,0.0,Sep,3,2,1,13,Returning_Visitor,False,False
1063,0,0.0,0,0.0,20,1116.473333,0.033,0.027954545,0.0,0.0,Oct,3,2,6,1,Returning_Visitor,False,False
1064,2,47.66666667,0,0.0,83,3025.283333,0.0,0.006504065,28.94180488,0.2,May,2,2,7,3,Returning_Visitor,False,False
1065,4,109.0,2,34.0,30,1049.833333,0.0125,0.028645833,0.0,0.0,May,2,2,6,4,Returning_Visitor,True,False
1066,1,19.4,0,0.0,18,1077.373333,0.034126984,0.035714286,18.22752549,0.0,Nov,3,2,9,2,Returning_Visitor,False,False
1067,0,0.0,0,0.0,9,719.5833333,0.022222222,0.055555556,0.0,0.0,Nov,2,4,4,2,Returning_Visitor,False,False
1068,4,122.5,0,0.0,66,1706.712281,0.0,0.00957265,0.0,0.0,May,2,2,1,4,Returning_Visitor,False,False
1069,0,0.0,0,0.0,3,44.5,0.0,0.066666667,0.0,0.0,Mar,1,1,3,1,Returning_Visitor,False,False
1070,1,5.0,0,0.0,7,1252.766667,0.025,0.021428571,0.0,0.0,Sep,1,2,7,4,Returning_Visitor,False,False
1071,6,141.0,1,16.0,143,4081.248718,0.002721088,0.01562134,5.376740585,0.0,Nov,2,2,1,2,Returning_Visitor,False,False
1072,8,203.9166667,4,114.75,118,3903.167094,0.004098361,0.012520167,55.01131298,0.0,Nov,2,2,1,2,Returning_Visitor,False,True
1073,4,46.0,1,40.0,61,2072.991919,0.005952381,0.036507937,0.0,0.6,May,2,2,3,2,Returning_Visitor,False,False
1074,11,347.7916667,0,0.0,91,2434.144872,0.002020202,0.019021966,10.51901813,0.0,Dec,2,2,4,3,Returning_Visitor,False,False
1075,0,0.0,0,0.0,14,598.4333333,0.014285714,0.035714286,0.0,0.0,Jul,2,4,9,3,Returning_Visitor,False,False
1076,0,0.0,0,0.0,22,815.8333333,0.0,0.01,0.0,0.0,May,2,4,1,1,Returning_Visitor,False,False
1077,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,1,1,1,3,Returning_Visitor,False,False
1078,2,43.4,2,16.2,31,1279.806667,0.006857143,0.02952381,0.0,0.0,Sep,1,1,3,2,Returning_Visitor,True,False
1079,1,215.6,2,8.0,27,2968.9,0.021428571,0.036904762,0.0,0.0,Nov,3,2,6,1,Returning_Visitor,False,False
1080,4,198.5,0,0.0,43,2124.833333,0.0,0.015151515,48.864,0.0,May,2,2,3,4,Returning_Visitor,True,True
1081,0,0.0,0,0.0,46,2213.366667,0.034782609,0.054710145,0.0,1.0,May,3,2,3,13,Returning_Visitor,True,False
1082,0,0.0,0,0.0,231,11246.13379,0.001746725,0.010029112,0.0,0.0,Nov,2,2,3,2,Returning_Visitor,True,False
1083,0,0.0,0,0.0,51,1424.866667,0.004081633,0.020779221,0.0,0.6,May,2,2,4,1,Returning_Visitor,False,False
1084,0,0.0,0,0.0,4,7.0,0.1,0.15,0.0,0.0,May,2,5,8,1,Returning_Visitor,False,False
1085,2,27.0,0,0.0,18,915.1666667,0.021052632,0.036842105,0.0,0.0,Mar,2,2,4,1,Returning_Visitor,False,False
1086,5,206.0,0,0.0,15,650.6961927,0.0,0.018487395,0.0,0.0,Mar,1,1,1,3,New_Visitor,False,False
1087,0,0.0,0,0.0,16,853.4166667,0.013333333,0.037777778,50.81417971,0.0,Dec,1,1,7,2,New_Visitor,False,True
1088,0,0.0,0,0.0,10,856.3333333,0.025,0.05,0.0,0.0,May,1,2,2,4,Returning_Visitor,True,False
1089,0,0.0,0,0.0,19,337.1666667,0.0,0.003508772,0.0,1.0,May,1,1,9,3,Returning_Visitor,True,False
1090,4,113.8333333,0,0.0,3,23.66666667,0.0,0.05625,0.0,0.0,Dec,2,2,6,2,Returning_Visitor,True,False
1091,3,23.0,0,0.0,14,243.8333333,0.0,0.011764706,0.0,0.0,May,2,4,2,2,New_Visitor,False,False
1092,0,0.0,0,0.0,3,33.2,0.0,0.066666667,0.0,0.0,June,1,1,3,1,Returning_Visitor,True,False
1093,11,471.6266667,4,235.6,22,883.12,0.006451613,0.018196857,19.43795945,0.0,Sep,3,2,3,4,Returning_Visitor,False,False
1094,0,0.0,0,0.0,42,2385.666667,0.003333333,0.035833333,0.0,0.0,Jul,2,5,7,1,Returning_Visitor,False,False
1095,11,162.75,3,67.5,80,2453.177381,0.004022989,0.017778905,4.289678861,0.0,Nov,2,2,3,2,Returning_Visitor,False,True
1096,0,0.0,0,0.0,6,60.0,0.15,0.138888889,0.0,0.0,Nov,3,2,5,1,Returning_Visitor,False,False
1097,12,739.2091954,1,16.0,21,1321.059195,0.009032258,0.025133361,78.34560177,0.0,Mar,2,2,1,8,Returning_Visitor,False,True
1098,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Dec,3,2,7,2,Returning_Visitor,False,False
1099,1,53.5,0,0.0,53,2019.828571,0.007692308,0.015734266,0.0,0.0,Nov,2,2,3,2,Returning_Visitor,False,False
1100,0,0.0,0,0.0,9,280.0,0.0,0.022222222,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,False,False
1101,10,236.4083333,3,118.0,313,7428.181584,0.002509267,0.013416263,6.976504629,1.0,May,2,2,3,2,Returning_Visitor,True,False
1102,0,0.0,0,0.0,36,777.3333333,0.0,0.005882353,89.2954867,0.0,Dec,3,2,4,8,New_Visitor,True,True
1103,0,0.0,0,0.0,12,155.0,0.066666667,0.091666667,0.0,0.0,Nov,4,2,1,1,Returning_Visitor,False,False
1104,17,180.1333333,1,80.6,180,6512.010952,0.002645503,0.012248677,0.0,0.0,Sep,2,2,1,3,Returning_Visitor,False,False
1105,2,20.0,0,0.0,66,3391.68588,0.028955224,0.038335618,0.0,0.0,Dec,3,2,8,1,Returning_Visitor,False,False
1106,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Nov,3,2,2,11,Returning_Visitor,True,False
1107,0,0.0,1,16.0,25,902.0833333,0.0,0.007692308,0.0,0.0,Dec,3,3,3,2,New_Visitor,False,True
1108,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Feb,1,1,1,1,Returning_Visitor,False,False
1109,1,90.0,0,0.0,37,592.8375,0.009817814,0.051919272,0.0,0.0,Nov,2,2,1,11,Returning_Visitor,False,False
1110,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Dec,1,1,6,2,Returning_Visitor,False,False
1111,1,10.0,1,0.0,69,2124.726768,0.002898551,0.009090177,0.0,0.0,Mar,2,2,2,1,Returning_Visitor,False,False
1112,1,6.0,0,0.0,61,3545.19127,0.008954009,0.057518519,0.0,0.6,May,2,2,4,2,Returning_Visitor,False,False
1113,0,0.0,0,0.0,3,0.0,0.2,0.2,0.0,0.6,May,3,2,1,13,Returning_Visitor,False,False
1114,0,0.0,0,0.0,7,360.75,0.0,0.033333333,0.0,0.0,Mar,1,1,1,2,New_Visitor,True,False
1115,6,888.8333333,0,0.0,39,1570.791667,0.00952381,0.011156463,16.32930757,0.0,Dec,1,1,3,2,Returning_Visitor,True,False
1116,0,0.0,0,0.0,20,436.1,0.04,0.07,0.0,0.0,June,1,1,4,3,Returning_Visitor,False,False
1117,0,0.0,0,0.0,14,253.1,0.057142857,0.078571429,0.0,0.0,June,1,1,2,3,Returning_Visitor,False,False
1118,0,0.0,0,0.0,4,90.5,0.1,0.166666667,0.0,0.0,Nov,3,2,1,10,Returning_Visitor,False,False
1119,5,62.0,0,0.0,30,3815.166667,0.0,0.026200717,0.0,0.0,Nov,2,2,4,2,Returning_Visitor,False,False
1120,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,3,2,9,3,Returning_Visitor,False,False
1121,0,0.0,1,0.0,14,101.0,0.13125,0.16875,0.0,0.6,May,3,2,1,13,Returning_Visitor,False,False
1122,0,0.0,0,0.0,18,315.6944444,0.0,0.002941176,0.0,0.0,Nov,1,1,8,8,New_Visitor,False,False
1123,5,138.5,0,0.0,11,578.3333333,0.05,0.072916667,0.0,0.0,May,1,1,1,4,Returning_Visitor,False,False
1124,1,21.0,0,0.0,20,973.5833333,0.00952381,0.016190476,0.0,0.0,May,2,2,3,4,Returning_Visitor,True,False
1125,1,3.0,1,302.0,7,539.5,0.0,0.0125,0.0,0.0,Dec,2,2,4,2,Other,True,False
1126,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Feb,2,6,1,2,Returning_Visitor,False,False
1127,1,5.0,0,0.0,31,1263.9,0.0,0.009111111,0.0,0.0,Dec,2,2,7,2,Returning_Visitor,False,False
1128,6,124.2,0,0.0,5,94.6,0.0,0.022222222,0.0,0.0,Nov,1,1,2,5,New_Visitor,False,True
1129,0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,Nov,1,1,9,1,Returning_Visitor,False,False
1130,0,0.0,0,0.0,8,846.2,0.0,0.025,33.22292729,0.0,Jul,2,2,1,2,Returning_Visitor,False,True
1131,0,0.0,0,0.0,23,997.3142857,0.0,0.039130435,0.0,0.0,June,1,1,3,15,Returning_Visitor,True,False
1132,0,0.0,0,0.0,6,183.5,0.0,0.033333333,0.0,0.0,Dec,2,2,1,2,New_Visitor,False,False
1133,0,0.0,0,0.0,12,130.5,0.0,0.008333333,0.0,0.0,Mar,2,2,1,10,Returning_Visitor,False,False
1134,0,0.0,0,0.0,10,231.0,0.12,0.14,0.0,0.0,May,3,2,2,13,Returning_Visitor,False,False
1135,10,337.9,1,6.0,123,2396.272456,0.000902151,0.008565782,1.952553388,0.0,June,2,2,1,2,Returning_Visitor,False,False
1136,1,9.0,0,0.0,32,536.6833333,0.0,0.00058651,0.0,0.0,Mar,2,2,1,3,Returning_Visitor,False,False
1137,0,0.0,0,0.0,10,408.0,0.0,0.022222222,88.78460596,0.0,Mar,2,2,1,2,Returning_Visitor,False,True
1138,0,0.0,0,0.0,8,181.0,0.075,0.1,0.0,0.0,Mar,3,2,1,13,Returning_Visitor,True,False
1139,0,0.0,0,0.0,6,168.0,0.0,0.011111111,0.0,0.0,Nov,1,1,1,2,New_Visitor,True,False
1140,2,196.6,0,0.0,31,1514.3,0.036363636,0.066666667,0.0,0.0,Aug,1,8,7,1,Returning_Visitor,True,False
1141,2,91.65,0,0.0,11,553.3433333,0.015384615,0.023589744,11.62063524,0.0,Oct,1,1,3,4,Returning_Visitor,True,False
1142,1,88.0,3,540.3333333,57,1656.410714,0.0,0.002259887,0.0,0.0,Nov,2,4,9,3,Returning_Visitor,False,False
1143,1,75.16666667,0,0.0,20,1173.417614,0.0,0.002,21.41943708,0.0,Nov,3,2,8,11,Returning_Visitor,False,True
1144,12,232.3535714,0,0.0,439,17550.58486,0.00562963,0.018437701,2.626909076,0.0,Nov,2,5,1,10,Returning_Visitor,False,True
1145,0,0.0,2,248.5,121,4218.074847,0.009985097,0.026514442,0.624510388,0.0,Dec,2,2,1,2,Returning_Visitor,False,False
1146,4,45.83333333,0,0.0,70,1692.257143,0.0,0.014555556,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,False,False
1147,0,0.0,1,3.5,13,503.0,0.0,0.008333333,0.0,0.0,May,3,2,4,2,Returning_Visitor,False,False
1148,0,0.0,2,45.75,42,1931.630952,0.0,0.008333333,0.0,0.0,Dec,1,1,6,1,Returning_Visitor,True,False
1149,4,58.0,2,28.5,82,4729.065909,0.0,0.014544651,9.055465887,0.0,Nov,2,2,1,2,Returning_Visitor,False,True
1150,3,67.2,0,0.0,46,987.1190476,0.004081633,0.012244898,22.25592956,0.0,Sep,2,2,8,4,Returning_Visitor,False,True
1151,3,53.0,2,7.0,24,678.0,0.0,0.014814815,20.13555556,0.0,May,2,5,3,2,Returning_Visitor,False,True
1152,2,42.5,0,0.0,48,970.4192641,0.008571429,0.025088095,5.540024667,0.6,May,2,2,4,4,Returning_Visitor,False,True
1153,4,59.86,1,38.3,36,725.21,0.005,0.034166667,0.0,0.0,Oct,2,2,9,2,Returning_Visitor,True,False
1154,0,0.0,0,0.0,19,196.5,0.0,0.021052632,0.0,0.0,May,2,2,7,1,Returning_Visitor,True,False
1155,0,0.0,0,0.0,19,771.75,0.021052632,0.061403509,0.0,0.0,Nov,3,2,3,1,Returning_Visitor,False,False
1156,0,0.0,0,0.0,1,35.25,0.0,0.066666667,0.0,0.0,Nov,1,1,3,2,Returning_Visitor,False,False
1157,4,277.75,0,0.0,3,178.75,0.0,0.008,0.0,0.0,Mar,3,2,3,8,New_Visitor,False,False
1158,0,0.0,0,0.0,7,38.0,0.142857143,0.171428571,0.0,0.0,May,2,2,2,13,Returning_Visitor,False,False
1159,16,284.85,0,0.0,276,4758.380638,0.001034483,0.007306262,27.43209507,0.0,May,4,1,3,1,Returning_Visitor,True,True
1160,0,0.0,3,33.75,9,313.9285714,0.033333333,0.027777778,0.0,0.0,Dec,3,2,2,10,Returning_Visitor,False,False
1161,5,191.25,0,0.0,27,1109.25,0.013793103,0.024137931,9.022741507,0.0,Nov,2,6,1,1,Returning_Visitor,False,False
1162,12,356.125,0,0.0,44,2187.338725,0.005102041,0.029042386,0.0,0.0,Dec,1,1,8,1,Returning_Visitor,False,False
1163,0,0.0,0,0.0,47,1153.54,0.003140097,0.039979296,0.0,0.0,Jul,1,1,6,2,Returning_Visitor,False,False
1164,0,0.0,0,0.0,31,1008.416667,0.0,0.007881773,0.0,0.0,May,2,6,1,2,Returning_Visitor,False,False
1165,1,37.5,0,0.0,45,2018.3,0.005681818,0.030822511,0.0,0.0,Nov,2,2,2,2,Returning_Visitor,False,False
1166,1,122.0,0,0.0,71,1096.876822,0.0,0.003014129,0.0,0.0,Nov,3,2,1,6,Returning_Visitor,False,False
1167,1,26.2,0,0.0,13,245.1666667,0.0,0.0,58.9241766,0.0,Aug,2,5,3,4,New_Visitor,False,True
1168,1,13.5,1,28.0,88,1759.275703,0.004545455,0.020644542,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,False,False
1169,1,18.0,4,123.5,24,4114.083333,0.0,0.003571429,20.91831644,0.0,Mar,1,1,1,2,New_Visitor,False,True
1170,0,0.0,0,0.0,20,480.8571429,0.001754386,0.005789474,0.0,1.0,May,1,8,1,19,Returning_Visitor,True,False
1171,5,79.33333333,3,242.0555556,17,1142.816919,0.006818182,0.018519814,62.16886364,0.0,Mar,3,2,6,2,Returning_Visitor,False,False
1172,2,23.2,0,0.0,11,119.2,0.0,0.015384615,0.0,0.0,Sep,2,2,2,2,New_Visitor,True,False
1173,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,1,1,3,3,Returning_Visitor,False,False
1174,7,301.0777778,0,0.0,27,1538.056725,0.013333333,0.036382031,11.15668928,0.0,Jul,3,2,3,2,Returning_Visitor,False,False
1175,17,195.4864719,1,60.5,94,2267.472565,0.002111614,0.008213489,4.511078764,0.0,Nov,3,2,3,2,Returning_Visitor,False,True
1176,0,0.0,0,0.0,25,1250.5,0.056,0.072,0.0,0.0,May,2,2,3,3,Returning_Visitor,False,False
1177,0,0.0,0,0.0,15,1559.6,0.0,0.033846154,0.0,0.0,Mar,2,4,1,1,Returning_Visitor,False,False
1178,5,200.5,2,390.0,32,904.5666667,0.009009009,0.025405405,0.0,0.0,Dec,1,2,1,2,Returning_Visitor,True,False
1179,0,0.0,0,0.0,16,283.75,0.0125,0.025,0.0,0.0,Nov,2,2,1,11,Returning_Visitor,False,False
1180,10,303.9279762,0,0.0,82,1853.286538,0.0,0.015957265,11.01940759,0.0,Dec,2,2,3,2,Returning_Visitor,False,False
1181,0,0.0,0,0.0,1,10.0,0.0,0.1,0.0,0.0,Mar,3,2,3,9,Returning_Visitor,True,False
1182,1,18.6,2,54.4,45,1390.40359,0.017021277,0.023262411,0.0,0.0,Jul,3,2,7,13,Returning_Visitor,True,False
1183,0,0.0,0,0.0,6,30.0,0.183333333,0.188888889,0.0,0.8,May,3,2,6,1,Returning_Visitor,False,False
1184,5,145.8833333,0,0.0,9,112.0833333,0.023529412,0.043137255,2.001640344,0.0,Jul,3,2,4,1,Returning_Visitor,False,False
1185,9,65.5,0,0.0,72,1243.80882,0.000675676,0.007297297,0.0,0.0,May,2,2,4,2,Returning_Visitor,False,False
1186,9,165.5,0,0.0,50,2207.391667,0.001724138,0.009972955,15.30003763,0.0,Mar,1,1,4,3,Returning_Visitor,True,False
1187,5,72.5,0,0.0,16,1154.766667,0.005263158,0.026315789,0.0,0.0,May,2,4,1,2,Returning_Visitor,True,False
1188,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Nov,2,2,1,1,Returning_Visitor,False,False
1189,5,237.25,1,181.0,63,3445.0125,0.011897436,0.028190306,0.0,0.0,Dec,3,2,1,2,Returning_Visitor,False,False
1190,0,0.0,0,0.0,21,987.77,0.015238095,0.067619048,0.0,0.0,Jul,2,4,3,1,Returning_Visitor,False,False
1191,0,0.0,0,0.0,13,973.5,0.0,0.046153846,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,True,False
1192,2,43.2,0,0.0,27,264.4,0.044444444,0.081481481,0.0,0.0,Jul,2,2,7,13,Returning_Visitor,False,False
1193,2,48.5,0,0.0,53,2438.075,0.005357143,0.017261905,29.04476648,0.0,Nov,2,2,1,6,Returning_Visitor,True,True
1194,1,12.0,1,11.0,74,6194.852381,0.015540541,0.032152607,0.0,0.0,Nov,2,2,9,13,Returning_Visitor,False,False
1195,5,69.33333333,1,0.0,5,142.0,0.0,0.022222222,0.0,0.0,Mar,2,2,3,2,New_Visitor,False,False
1196,0,0.0,0,0.0,2,8.0,0.0,0.1,0.0,0.0,June,2,4,6,3,Returning_Visitor,False,False
1197,4,65.0,0,0.0,26,501.8,0.0,0.014285714,0.0,0.0,Nov,2,2,9,2,New_Visitor,False,True
1198,6,79.1,0,0.0,25,434.6714286,0.0,0.007142857,0.0,0.0,May,2,2,1,2,New_Visitor,True,False
1199,4,32.66666667,0,0.0,34,1378.966667,0.007894737,0.01716792,18.46989474,0.0,May,3,2,1,4,Returning_Visitor,True,True
1200,19,230.3948365,3,48.3,111,3276.190541,0.0088,0.011027644,0.447038663,0.0,Jul,1,1,3,3,Returning_Visitor,False,False
1201,0,0.0,0,0.0,16,360.0,0.0,0.01875,0.0,0.0,May,2,2,2,1,Returning_Visitor,False,False
1202,2,78.0,0,0.0,24,424.0,0.0,0.001190476,0.0,0.0,Mar,1,1,3,10,New_Visitor,False,False
1203,0,0.0,0,0.0,22,573.75,0.0,0.018181818,0.0,0.0,Nov,3,2,8,2,New_Visitor,False,False
1204,0,0.0,0,0.0,15,125.25,0.025,0.05,0.0,0.6,May,2,2,6,13,Returning_Visitor,False,False
1205,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Nov,4,1,1,3,New_Visitor,False,False
1206,0,0.0,0,0.0,7,705.8333333,0.028571429,0.085714286,0.0,0.0,Dec,5,11,4,1,Returning_Visitor,True,False
1207,0,0.0,0,0.0,7,317.0,0.025,0.041666667,0.0,0.2,May,2,2,2,6,Returning_Visitor,False,False
1208,6,102.5,0,0.0,23,351.0333333,0.0,0.015517241,0.0,0.0,Oct,1,1,1,4,Returning_Visitor,False,False
1209,0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,May,2,2,6,13,Returning_Visitor,False,False
1210,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,2,2,7,4,Returning_Visitor,False,False
1211,4,73.33333333,1,0.0,52,1543.75,0.004166667,0.023639456,0.0,0.0,Nov,2,2,9,13,Returning_Visitor,False,False
1212,5,65.0,2,34.0,17,1302.5,0.0,0.016666667,0.0,0.0,Mar,1,1,1,10,Returning_Visitor,False,False
1213,0,0.0,0,0.0,5,44.5,0.12,0.16,0.0,0.0,Nov,1,1,1,3,Returning_Visitor,False,False
1214,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,June,1,8,1,1,Returning_Visitor,False,False
1215,0,0.0,0,0.0,30,1370.833333,0.042145594,0.066781609,0.0,0.0,May,3,2,2,4,Returning_Visitor,False,False
1216,10,252.5,2,506.0,14,289.6666667,0.0,0.021212121,29.77418182,0.0,May,2,4,4,2,Returning_Visitor,False,True
1217,0,0.0,0,0.0,12,582.5,0.0,0.006666667,0.0,0.0,May,2,4,4,2,New_Visitor,True,False
1218,3,118.5,0,0.0,11,241.625,0.0,0.012727273,0.0,0.0,Dec,3,2,3,1,Returning_Visitor,True,False
1219,0,0.0,0,0.0,2,28.0,0.0,0.1,0.0,0.0,May,2,2,1,3,Returning_Visitor,False,False
1220,14,1155.666667,0,0.0,20,1069.16829,0.0,0.013,0.0,0.0,Mar,2,5,1,3,Returning_Visitor,True,False
1221,1,23.2,0,0.0,3,397.8,0.0,0.0,0.0,0.0,Aug,2,2,1,4,Returning_Visitor,False,False
1222,0,0.0,1,14.0,119,2763.011332,0.005367232,0.007566642,0.0,0.0,Nov,3,2,3,13,Returning_Visitor,True,False
1223,0,0.0,0,0.0,2,5.0,0.0,0.1,0.0,0.0,Mar,2,2,1,13,Returning_Visitor,True,False
1224,0,0.0,0,0.0,52,2180.217803,0.0,0.012515263,0.0,0.0,Dec,2,2,4,2,Returning_Visitor,False,False
1225,3,106.6,0,0.0,11,203.98,0.0,0.004444444,0.0,0.0,Jul,2,2,1,3,New_Visitor,False,False
1226,0,0.0,0,0.0,4,14.2,0.1,0.15,0.0,0.0,Oct,1,1,1,1,Returning_Visitor,True,False
1227,0,0.0,0,0.0,3,60.5,0.1,0.1,0.0,0.0,Nov,3,2,6,6,Returning_Visitor,False,False
1228,10,278.6666667,0,0.0,50,907.2363636,0.020411523,0.023212197,1.981038388,0.0,Oct,3,2,3,4,Returning_Visitor,False,False
1229,2,15.0,0,0.0,11,223.4666667,0.0,0.028571429,0.0,0.0,Sep,2,2,3,6,New_Visitor,True,True
1230,2,28.0,0,0.0,27,434.5,0.0,0.006896552,0.0,0.0,Nov,8,2,7,2,New_Visitor,False,True
1231,7,778.4,0,0.0,17,827.5333333,0.0,0.018181818,0.0,0.0,Sep,1,2,6,2,Returning_Visitor,False,False
1232,16,590.925,0,0.0,54,2214.230303,0.009375,0.031076389,1.288569678,0.0,Oct,2,4,8,1,Returning_Visitor,False,False
1233,6,408.2,0,0.0,33,878.6238095,0.0,0.02045045,19.3654955,0.0,Mar,2,2,1,2,Returning_Visitor,False,True
1234,0,0.0,0,0.0,2,70.0,0.0,0.1,0.0,0.0,May,1,1,1,4,Returning_Visitor,True,False
1235,0,0.0,0,0.0,8,358.0,0.05,0.075,0.0,1.0,May,1,1,1,2,Returning_Visitor,True,False
1236,8,935.1,1,21.0,172,10524.35936,0.005046115,0.01576463,2.924161864,0.0,Nov,3,2,1,3,Returning_Visitor,False,True
1237,6,90.6,0,0.0,10,384.8,0.0,0.015384615,0.0,0.0,Aug,1,2,3,2,New_Visitor,True,False
1238,2,21.33333333,0,0.0,3,45.33333333,0.0,0.0125,0.0,0.0,May,3,2,4,4,Returning_Visitor,True,False
1239,1,3.0,0,0.0,11,271.7166667,0.0,0.016666667,0.0,0.0,Mar,4,1,3,2,Returning_Visitor,True,False
1240,3,37.0,0,0.0,21,1231.5,0.0,0.016,0.0,0.0,Nov,2,4,9,8,New_Visitor,True,True
1241,13,318.7202381,1,0.0,60,1205.945238,0.008823529,0.01709646,5.710061275,0.0,May,2,2,3,13,Returning_Visitor,False,True
1242,2,123.75,0,0.0,21,938.3333333,0.01,0.016666667,218.3951915,0.0,Dec,1,1,3,2,Returning_Visitor,False,False
1243,5,1321.25,0,0.0,7,54.5,0.0,0.04,0.0,0.2,May,3,2,2,2,Returning_Visitor,False,False
1244,4,153.25,0,0.0,19,402.7166667,0.0,0.003030303,57.474,0.0,May,2,2,5,4,New_Visitor,True,True
1245,4,250.0,0,0.0,11,418.0,0.0,0.014285714,0.0,0.0,May,2,2,1,2,New_Visitor,False,False
1246,0,0.0,0,0.0,8,357.25,0.0,0.0625,0.0,0.0,Mar,2,10,4,3,Returning_Visitor,True,False
1247,1,8.0,0,0.0,34,709.3333333,0.0,0.014761905,0.0,0.0,Nov,2,2,1,1,Returning_Visitor,False,False
1248,0,0.0,0,0.0,9,125.0,0.0,0.022222222,0.0,0.0,Mar,2,2,3,1,Returning_Visitor,False,False
1249,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Jul,1,1,1,1,Returning_Visitor,True,False
1250,2,55.4,2,96.8,26,600.5733333,0.013793103,0.022413793,2.812474051,0.0,Aug,2,2,1,2,Returning_Visitor,False,False
1251,0,0.0,0,0.0,3,5.0,0.1,0.166666667,0.0,0.0,May,1,1,3,6,Returning_Visitor,False,False
1252,4,316.8333333,1,13.0,73,3085.007143,0.008333333,0.02475118,2.323162162,0.2,May,3,2,1,13,Returning_Visitor,False,False
1253,4,39.58333333,0,0.0,115,2547.717986,0.003478261,0.007207729,13.26221446,0.0,Nov,2,2,4,10,Returning_Visitor,False,True
1254,0,0.0,0,0.0,39,2034.466667,0.005128205,0.015555556,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,True,True
1255,0,0.0,0,0.0,7,297.0,0.028571429,0.071428571,0.0,0.8,May,1,1,1,1,Returning_Visitor,False,False
1256,0,0.0,0,0.0,10,194.0,0.02,0.04,0.0,0.0,Mar,2,5,7,1,Returning_Visitor,False,False
1257,1,0.0,0,0.0,17,669.4833333,0.038888889,0.057407407,0.0,0.0,Dec,3,2,2,1,Returning_Visitor,True,False
1258,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,2,2,2,3,Returning_Visitor,False,False
1259,0,0.0,0,0.0,12,115.05,0.0,0.018181818,0.0,0.0,May,4,2,1,3,Returning_Visitor,True,False
1260,1,7.0,0,0.0,151,2564.278157,0.00917226,0.0210895,0.0,0.6,May,1,1,1,15,Returning_Visitor,False,False
1261,0,0.0,0,0.0,9,89.0,0.0,0.055555556,0.0,0.0,Nov,2,2,9,1,Returning_Visitor,True,False
1262,8,117.0238095,2,57.0,11,252.8928571,0.0,0.011078431,0.0,0.0,May,2,2,2,4,Returning_Visitor,False,False
1263,4,431.0,0,0.0,6,619.0,0.0,0.025,0.0,0.0,May,1,8,2,11,Returning_Visitor,False,False
1264,2,36.5,0,0.0,32,770.375,0.0,0.01372549,0.0,0.0,Dec,2,2,3,2,Returning_Visitor,False,False
1265,0,0.0,0,0.0,11,189.25,0.027272727,0.048484848,0.0,0.0,Dec,2,5,1,1,Returning_Visitor,False,False
1266,0,0.0,0,0.0,19,521.925,0.010526316,0.029824561,0.0,0.0,Dec,3,2,6,2,Returning_Visitor,True,False
1267,4,132.0,0,0.0,7,1413.333333,0.036,0.029285714,0.0,0.0,Mar,3,2,7,8,Returning_Visitor,False,False
1268,0,0.0,0,0.0,6,97.83333333,0.033333333,0.075,0.0,0.0,Dec,3,2,3,1,Returning_Visitor,True,False
1269,8,440.4615385,1,0.0,89,3236.865632,0.012544803,0.027526998,7.329008963,0.0,Nov,1,1,1,10,Returning_Visitor,True,False
1270,0,0.0,0,0.0,2,34.2,0.0,0.1,0.0,0.0,Sep,2,2,1,2,Returning_Visitor,False,False
1271,1,5.0,2,17.0,126,5276.227193,0.011548556,0.033933258,0.0,0.0,Dec,2,2,9,1,Returning_Visitor,True,False
1272,0,0.0,0,0.0,8,120.5,0.05,0.1125,0.0,0.0,Dec,3,2,1,2,Returning_Visitor,True,False
