age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
71,Private,195114,9th,5,Never-married,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,>50K
39,Private,97343,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,50,United-States,>50K
37,Private,219823,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,0,0,30,United-States,<=50K
59,Private,121651,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,7298,0,40,United-States,>50K
23,Private,37608,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
75,Self-emp-not-inc,113000,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,24,United-States,<=50K
60,Private,103143,11th,7,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
32,Private,140866,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,35,United-States,<=50K
22,Private,213439,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
25,Private,313673,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
18,?,67790,11th,7,Never-married,?,Not-in-family,White,Female,0,0,20,United-States,<=50K
47,Private,43653,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
52,Private,102382,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
51,Private,127481,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
36,Private,50728,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,27828,0,50,United-States,>50K
54,Local-gov,172846,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,15024,0,60,United-States,>50K
78,Private,266167,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,>50K
23,Private,169911,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,35,United-States,<=50K
36,Private,200502,HS-grad,9,Never-married,Sales,Unmarried,Asian-Pac-Islander,Female,0,0,35,United-States,<=50K
33,Private,26403,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
39,Private,194774,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
47,?,161853,9th,5,Divorced,?,Not-in-family,White,Male,0,0,20,United-States,<=50K
23,Private,271307,11th,7,Divorced,Craft-repair,Not-in-family,White,Male,0,0,35,United-States,<=50K
42,Private,223204,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Other,Male,0,0,35,Iran,<=50K
31,Private,265860,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
46,Private,29322,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
24,Private,248880,Some-college,10,Never-married,Exec-managerial,Own-child,Black,Male,0,0,25,United-States,<=50K
23,Private,326756,Assoc-voc,11,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
45,Private,225997,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
25,Private,194131,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
43,Local-gov,185040,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
50,Self-emp-not-inc,142434,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,75,Italy,<=50K
40,Private,48895,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
20,Private,171159,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
22,Private,204923,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
28,State-gov,225780,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,46,United-States,<=50K
32,Private,199262,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,4487,0,65,United-States,<=50K
31,Local-gov,386501,HS-grad,9,Married-civ-spouse,Protective-serv,Not-in-family,White,Male,0,0,50,United-States,<=50K
26,Private,292845,Masters,14,Never-married,Prof-specialty,Unmarried,White,Female,0,0,30,United-States,<=50K
40,Private,151089,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
23,Federal-gov,216915,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
80,Private,110801,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,34,United-States,<=50K
41,Self-emp-not-inc,53211,Prof-school,15,Divorced,Prof-specialty,Unmarried,White,Male,0,0,60,United-States,>50K
38,Local-gov,189326,11th,7,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
36,Private,364886,12th,8,Married-civ-spouse,Farming-fishing,Own-child,Black,Male,0,0,40,Haiti,<=50K
58,Private,45969,11th,7,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K
25,Private,262740,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
53,Private,187457,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,70,United-States,<=50K
17,Local-gov,393326,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,24,United-States,<=50K
61,Private,171618,HS-grad,9,Married-spouse-absent,Other-service,Unmarried,White,Female,0,0,32,United-States,<=50K
23,Private,115925,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,50,United-States,<=50K
30,Private,420922,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,49,Mexico,<=50K
58,Private,259697,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,>50K
24,Private,268452,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,42,United-States,<=50K
30,State-gov,157663,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
30,Private,52474,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,65,United-States,<=50K
46,Private,127512,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,10520,0,48,United-States,>50K
18,?,125274,11th,7,Never-married,?,Own-child,White,Female,0,0,15,United-States,<=50K
45,State-gov,277357,Assoc-voc,11,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
25,Private,369106,12th,8,Never-married,Adm-clerical,Unmarried,White,Male,0,0,48,United-States,<=50K
41,Local-gov,244807,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
55,Local-gov,195027,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,7298,0,40,?,>50K
34,Private,176631,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,50,United-States,<=50K
45,Self-emp-inc,31725,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,65,United-States,<=50K
46,Private,113590,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,44,El-Salvador,<=50K
44,State-gov,152365,Some-college,10,Widowed,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
36,Private,166925,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,44,United-States,>50K
46,Self-emp-not-inc,245445,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,Canada,<=50K
30,Private,177138,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,<=50K
26,Private,244624,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
45,Private,124371,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,>50K
33,Private,514653,HS-grad,9,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
51,Private,79270,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
18,Private,198068,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K
31,Private,295678,Some-college,10,Divorced,Tech-support,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
83,Self-emp-inc,223586,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,25,United-States,>50K
42,Self-emp-inc,201977,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
29,Private,313612,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,42,United-States,<=50K
43,Private,97722,Bachelors,13,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K
27,Private,65932,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
36,Private,74762,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
67,?,29295,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,0,45,Italy,<=50K
40,Private,146914,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K
25,Private,144610,Bachelors,13,Never-married,Tech-support,Own-child,White,Female,0,0,42,United-States,<=50K
40,Private,241249,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
39,Private,176126,5th-6th,3,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
42,Private,504375,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
59,Local-gov,160010,9th,5,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,44,United-States,>50K
23,Private,32087,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
62,State-gov,339637,Assoc-voc,11,Divorced,Other-service,Not-in-family,Black,Female,0,0,44,United-States,<=50K
40,State-gov,134341,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,44,United-States,<=50K
65,Private,220987,11th,7,Widowed,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K
21,Private,182349,HS-grad,9,Married-civ-spouse,Sales,Own-child,White,Female,0,0,31,United-States,<=50K
76,Self-emp-not-inc,166025,Some-college,10,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,0,0,20,United-States,<=50K
34,Local-gov,174357,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
31,Private,335104,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,84,Mexico,<=50K
35,Private,192362,Masters,14,Divorced,Other-service,Own-child,Amer-Indian-Eskimo,Female,0,0,45,United-States,<=50K
47,Private,90965,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3424,0,40,United-States,<=50K
82,Self-emp-inc,210670,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,20051,0,30,United-States,>50K
43,Private,228187,HS-grad,9,Never-married,Protective-serv,Not-in-family,White,Male,0,0,30,United-States,<=50K
55,Self-emp-not-inc,151158,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,35,United-States,>50K
30,Private,276146,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,84,Mexico,<=50K
36,Private,677808,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
36,Private,74941,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
35,Private,187572,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,60,United-States,>50K
24,Private,169915,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,1590,45,United-States,<=50K
25,Private,179972,Assoc-voc,11,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
23,Self-emp-not-inc,344604,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
61,Private,97864,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Female,0,0,40,United-States,<=50K
25,Private,229617,9th,5,Married-AF-spouse,Sales,Other-relative,White,Female,0,0,40,United-States,<=50K
42,Private,159127,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
30,Self-emp-not-inc,102064,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
53,Private,191807,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
36,Private,122508,Preschool,1,Widowed,Other-service,Not-in-family,White,Male,3196,0,40,United-States,<=50K
25,Private,373643,Some-college,10,Divorced,Transport-moving,Not-in-family,Black,Female,0,0,40,United-States,<=50K
32,Private,47820,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,>50K
23,Private,171096,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,70,Poland,>50K
58,Local-gov,286500,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Asian-Pac-Islander,Male,0,0,34,?,<=50K
52,Self-emp-inc,32575,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,United-States,>50K
22,Private,180727,HS-grad,9,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
38,Private,108684,HS-grad,9,Never-married,Adm-clerical,Other-relative,Black,Female,0,0,40,Jamaica,<=50K
29,Private,102990,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,44,United-States,>50K
44,Private,123386,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,3103,0,40,United-States,>50K
28,Private,110091,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
27,Private,91822,Some-college,10,Never-married,Craft-repair,Own-child,White,Female,0,0,40,United-States,<=50K
58,Local-gov,121051,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
24,Private,246902,5th-6th,3,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
36,Private,335403,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,60,United-States,<=50K
25,Local-gov,192858,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,India,<=50K
29,Private,251675,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Black,Male,0,0,40,United-States,<=50K
26,Local-gov,47460,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
37,Private,152452,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
24,Private,217708,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,40,?,<=50K
29,Private,92185,Bachelors,13,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
23,Private,102175,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Male,0,0,55,United-States,<=50K
41,Self-emp-inc,121428,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Other,Male,0,2415,50,India,>50K
61,Private,117097,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,2954,0,20,United-States,<=50K
31,Private,87057,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,25,United-States,<=50K
17,Private,202101,11th,7,Never-married,Craft-repair,Own-child,Black,Male,0,0,20,United-States,<=50K
34,Self-emp-not-inc,220321,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K
24,Private,213198,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,20,United-States,<=50K
56,Private,169986,HS-grad,9,Divorced,Handlers-cleaners,Unmarried,White,Female,0,0,40,United-States,<=50K
40,Private,456260,12th,8,Divorced,Other-service,Not-in-family,Black,Female,0,0,40,United-States,<=50K
38,Private,257993,Some-college,10,Never-married,Tech-support,Not-in-family,White,Male,13550,0,45,United-States,>50K
68,?,193942,9th,5,Never-married,?,Not-in-family,White,Male,0,0,40,United-States,<=50K
33,Private,69508,Some-college,10,Divorced,Adm-clerical,Own-child,White,Female,0,0,36,United-States,<=50K
34,State-gov,192288,Assoc-acdm,12,Never-married,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
55,Private,180545,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
35,Local-gov,189320,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
26,Private,112578,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,15,United-States,<=50K
38,Federal-gov,450947,HS-grad,9,Separated,Adm-clerical,Unmarried,Black,Male,0,0,40,United-States,<=50K
20,Private,182791,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
70,Local-gov,197560,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
20,Private,163298,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
19,Local-gov,293431,11th,7,Never-married,Protective-serv,Own-child,Black,Female,0,0,35,United-States,<=50K
52,?,87964,HS-grad,9,Married-civ-spouse,?,Wife,White,Female,0,0,40,United-States,<=50K
30,Private,100953,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
26,Private,100465,12th,8,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
42,Private,199756,HS-grad,9,Married-spouse-absent,Transport-moving,Unmarried,White,Female,0,0,48,United-States,<=50K
85,Private,28611,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0,0,36,United-States,<=50K
23,Private,67923,HS-grad,9,Never-married,Exec-managerial,Other-relative,White,Male,0,0,40,United-States,<=50K
45,Self-emp-inc,183475,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,56,United-States,>50K
26,Federal-gov,473959,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,<=50K
21,Private,216063,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,24,United-States,<=50K
45,Private,148817,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,52,United-States,<=50K
23,Private,186718,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
33,Private,117212,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
48,Private,259795,HS-grad,9,Never-married,Exec-managerial,Unmarried,White,Female,0,0,50,United-States,<=50K
18,Private,209221,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
65,Self-emp-not-inc,66217,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,55,United-States,<=50K
38,Private,82047,HS-grad,9,Never-married,Sales,Unmarried,Asian-Pac-Islander,Male,0,0,50,Philippines,<=50K
28,Private,366332,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
47,Private,445829,HS-grad,9,Widowed,Exec-managerial,Unmarried,White,Male,0,0,40,United-States,>50K
57,Private,171449,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,44,Germany,<=50K
44,Private,166223,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,30,United-States,>50K
53,Local-gov,106124,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,32,United-States,<=50K
20,Private,276266,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K
34,Private,95912,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
53,Private,134807,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United-States,>50K
62,Private,158505,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,20,United-States,<=50K
48,?,284312,Some-college,10,Married-civ-spouse,?,Wife,White,Female,0,0,40,United-States,<=50K
20,Private,159096,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,1590,20,United-States,<=50K
35,Private,153574,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
24,Private,226710,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,35,United-States,<=50K
50,Self-emp-not-inc,181589,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,15024,0,40,United-States,>50K
18,Private,85820,12th,8,Never-married,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,0,0,15,United-States,<=50K
36,Private,212572,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
51,Private,150305,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
31,Private,306717,Some-college,10,Never-married,Sales,Not-in-family,White,Female,3325,0,84,United-States,<=50K
40,Private,350157,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,0,0,40,?,<=50K
43,Private,214535,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1848,30,United-States,>50K
37,Private,235340,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,>50K
23,?,249969,Masters,14,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K
46,Local-gov,177002,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United-States,>50K
20,Private,278496,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,0,0,20,United-States,<=50K
50,Private,162308,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,35,United-States,>50K
23,Private,312625,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
17,Private,381457,12th,8,Never-married,Protective-serv,Own-child,White,Male,0,0,25,United-States,<=50K
23,Private,170947,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,20,United-States,<=50K
26,Private,201280,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,2811,0,40,United-States,<=50K
21,Private,102863,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Black,Male,0,0,40,United-States,<=50K
42,Local-gov,35400,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,<=50K
52,Self-emp-not-inc,124841,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,15024,0,55,United-States,>50K
45,Private,117539,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
24,Private,125579,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
48,Private,148951,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
38,Private,183818,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,0,1826,50,United-States,>50K
60,Local-gov,131950,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
19,Private,200514,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K
49,Private,197923,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,3103,0,40,United-States,>50K
38,Private,141569,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,25,Canada,<=50K
29,Private,204788,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
67,Private,20968,5th-6th,3,Widowed,Transport-moving,Other-relative,Asian-Pac-Islander,Male,0,0,21,United-States,<=50K
25,Private,164172,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,35,United-States,<=50K
37,Private,93483,Assoc-voc,11,Divorced,Craft-repair,Unmarried,White,Male,0,0,50,United-States,<=50K
29,Private,168893,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Female,0,0,35,United-States,<=50K
68,Private,142143,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1425,40,United-States,<=50K
24,Private,44688,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
32,Local-gov,133132,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
29,Local-gov,156714,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
32,Private,106093,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Wife,Black,Female,0,0,40,United-States,<=50K
52,Private,140672,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K
53,Private,162970,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,38,United-States,<=50K
42,Private,154366,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K
50,Private,220787,HS-grad,9,Divorced,Sales,Not-in-family,Black,Female,0,0,40,United-States,>50K
42,Private,343387,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K
48,Local-gov,175471,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K
29,Private,603110,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
20,Private,122384,HS-grad,9,Never-married,Sales,Other-relative,White,Female,0,0,35,United-States,<=50K
50,Private,123054,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,48,United-States,<=50K
33,Private,185670,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,34,Mexico,<=50K
38,Private,120391,7th-8th,4,Married-spouse-absent,Other-service,Not-in-family,White,Female,0,0,39,?,<=50K
37,Self-emp-not-inc,211920,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,Columbia,<=50K
43,Private,314206,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,<=50K
50,Private,175228,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2051,40,United-States,<=50K
34,Private,227316,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,<=50K
51,Private,143902,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K
40,Private,259958,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,Dominican-Republic,>50K
73,Private,152819,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,42,United-States,<=50K
65,Private,202477,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,10001,0,45,Greece,>50K
19,Private,491621,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,15,Mexico,<=50K
20,Private,322734,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,35,United-States,<=50K
26,Private,156758,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,Black,Male,0,0,65,United-States,<=50K
75,Private,242478,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,16,United-States,<=50K
25,Private,49808,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
29,Private,113676,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2509,0,42,United-States,<=50K
