k,dim1,dim2,dim3,tvd,mae,max,l1d,l2d,hellinger,jensen_shannon,dataset,synthesizer
k=3,capital-loss,relationship,sex,0.016297448916915758,0.0029631725303483195,0.008148724458457893,0.032594897833831515,0.012394170868341912,0.017507143333836347,0.0002938809186034667,adult,mostly
k=3,hours-per-week,relationship,workclass,0.03652594078866549,0.0005073047331759095,0.004217681503623928,0.07305188157733097,0.010561026874666422,0.042544162613505014,0.0017818009049086006,adult,mostly
k=3,hours-per-week,relationship,sex,0.024241431554809373,0.0011825088563321645,0.0052823389705581245,0.048482863109618746,0.010661054244219998,0.026330393110705307,0.0006803119522618608,adult,mostly
k=3,native-country,relationship,workclass,0.031489292002784476,0.0003280134583623383,0.006592686622169441,0.06297858400556895,0.011791564760761368,0.05257846468882348,0.002375232289356215,adult,mostly
k=3,native-country,relationship,sex,0.022972032267310937,0.0007410332989455141,0.006838376806846569,0.045944064534621874,0.011521126240901923,0.03356874903906658,0.0011016292092125147,adult,mostly
k=3,income,relationship,workclass,0.026903075222144877,0.00074730764505958,0.00732975717620081,0.053806150444289755,0.011491106179437594,0.03332531241257554,0.0010509159752043486,adult,mostly
k=3,income,relationship,sex,0.02370910282134228,0.0021553729837583894,0.009500020474182053,0.04741820564268456,0.015127192533370611,0.022966182557535488,0.0005144491017236826,adult,mostly
k=3,age,race,workclass,0.0316530854592359,0.0004396261869338319,0.011915973956840423,0.0633061709184718,0.01443184414343398,0.046447644602974035,0.0020306610837668763,adult,mostly
k=3,age,race,relationship,0.03976086155358094,0.0005409641027698087,0.009377175381843503,0.07952172310716188,0.01535208727391194,0.047954929664643216,0.002210294955340375,adult,mostly
k=3,age,race,sex,0.02833626796609473,0.0011334507186437893,0.01113795503869619,0.05667253593218946,0.015874028276225645,0.02850180702575718,0.0008077489535309131,adult,mostly
k=3,fnlwgt,race,workclass,0.030506531264075994,0.0004150548471302856,0.007206912083862246,0.06101306252815199,0.011987874001536133,0.04222116875238588,0.0016317324452269244,adult,mostly
k=3,fnlwgt,race,relationship,0.037754391712051104,0.0005067703585510215,0.004954752057655297,0.07550878342410221,0.012486767054164592,0.04970878111628199,0.0023237007299836874,adult,mostly
k=3,fnlwgt,race,sex,0.022644445354408085,0.0009057778141763234,0.0052413906064452676,0.04528889070881617,0.010496368543754981,0.026812593076604156,0.0007164887733488467,adult,mostly
k=3,education,race,workclass,0.03009704762294748,0.00035617807837807667,0.009254330289504939,0.06019409524589496,0.012886184090766294,0.043509141924939355,0.0017300468544138544,adult,mostly
k=3,education,race,relationship,0.03345481348020147,0.0003823407254880168,0.004381474960075335,0.06690962696040294,0.010517752924015284,0.04634769683824845,0.002026908139526496,adult,mostly
k=3,education,race,sex,0.023831947913680845,0.0007943982637893615,0.006715531714508005,0.04766389582736169,0.012200276301492835,0.02801206723180105,0.0007770959906651469,adult,mostly
k=3,education-num,race,workclass,0.026452643216903503,0.0004521819353316838,0.005691822611686659,0.05290528643380701,0.01040314123628054,0.038489316770769486,0.0013910448925468616,adult,mostly
k=3,education-num,race,relationship,0.02383194791368084,0.00040738372502018526,0.004340526595962485,0.04766389582736168,0.008662684254984841,0.03366396967077971,0.0010691756424295665,adult,mostly
k=3,education-num,race,sex,0.017648744932639918,0.0008824372466319959,0.006183202981040914,0.035297489865279835,0.010551019657524235,0.019554209701450734,0.0003814660936117114,adult,mostly
k=3,marital-status,race,workclass,0.030752221448753128,0.00038682039558180035,0.00589656443225095,0.061504442897506256,0.012122237411639182,0.04782851195324328,0.0020707202942908468,adult,mostly
k=3,marital-status,race,relationship,0.029646615617706075,0.0004820587905318061,0.007043118627410833,0.05929323123541215,0.011812733660217617,0.05392128844895326,0.002588371700442312,adult,mostly
k=3,marital-status,race,sex,0.01953236968183122,0.0006510789893943741,0.0033577658572540026,0.03906473936366244,0.008643694341596812,0.03149678098271447,0.0009602857992664442,adult,mostly
k=3,occupation,race,workclass,0.0375905982555997,0.0005331999752567333,0.01625650055280292,0.0751811965111994,0.019631228283235984,0.05016227827621921,0.002294984372294309,adult,mostly
k=3,occupation,race,relationship,0.03816387535317965,0.0004312302299794311,0.005405184062896695,0.0763277507063593,0.0123229405810448,0.05232917549562208,0.002553193276031036,adult,mostly
k=3,occupation,race,sex,0.03153024036689733,0.001051008012229911,0.010810368125793363,0.06306048073379467,0.016700407647449303,0.033405311167763956,0.001110985039431547,adult,mostly
k=3,capital-gain,race,workclass,0.015765120183448687,0.0010510080122299126,0.011547438679824773,0.031530240366897375,0.013749750944171696,0.020062039934715958,0.00037061807381465016,adult,mostly
k=3,capital-gain,race,relationship,0.014331927439498798,0.0009554618292999199,0.003644404406043994,0.028663854878997596,0.008139562512891992,0.020873332113462192,0.00043320347529026,adult,mostly
k=3,capital-gain,race,sex,0.005118545514106747,0.0010237091028213493,0.0032349207649154943,0.010237091028213494,0.004277095345160189,0.009242950302839812,8.531545033430661e-05,adult,mostly
k=3,capital-loss,race,workclass,0.015765120183448687,0.0010510080122299126,0.011547438679824773,0.031530240366897375,0.013749750944171696,0.020062039934715958,0.00037061807381465016,adult,mostly
k=3,capital-loss,race,relationship,0.014331927439498798,0.0009554618292999199,0.003644404406043994,0.028663854878997596,0.008139562512891992,0.020873332113462192,0.00043320347529026,adult,mostly
k=3,capital-loss,race,sex,0.005118545514106747,0.0010237091028213493,0.0032349207649154943,0.010237091028213494,0.004277095345160189,0.009242950302839812,8.531545033430661e-05,adult,mostly
k=3,hours-per-week,race,workclass,0.02665738503746773,0.0004596100868528919,0.008230621186683551,0.05331477007493546,0.011551358602544633,0.039717312709937794,0.0014658145485273739,adult,mostly
k=3,hours-per-week,race,relationship,0.027967732689079074,0.00047004592754754744,0.006183202981040907,0.05593546537815815,0.010757658200380953,0.03942339638970576,0.0014861680559817572,adult,mostly
k=3,hours-per-week,race,sex,0.01826297039433277,0.0009131485197166386,0.0064698415298308914,0.03652594078866554,0.00992573480241506,0.022067872110451366,0.0004858568463297986,adult,mostly
k=3,native-country,race,workclass,0.024569018467712242,0.00042728727769934333,0.010687523033454882,0.049138036935424484,0.013699783004650572,0.04164926585059728,0.0015407925342232048,adult,mostly
k=3,native-country,race,relationship,0.02358625772900374,0.0003546805673534397,0.00491380369354244,0.04717251545800748,0.009504784821875157,0.044645732115526214,0.00176809720465691,adult,mostly
k=3,native-country,race,sex,0.011997870685066154,0.00045274983717230767,0.0032349207649154943,0.023995741370132308,0.005535758442691545,0.02999905174984758,0.000776015555677289,adult,mostly
k=3,income,race,workclass,0.022275910077392394,0.0007425303359130798,0.0071250153556365325,0.04455182015478479,0.011954818624036289,0.030711116190366605,0.000874904521152186,adult,mostly
k=3,income,race,relationship,0.021579787887473882,0.0007193262629157961,0.00868105319192497,0.043159575774947764,0.012525381037498099,0.028938642515885005,0.0007825919855537101,adult,mostly
k=3,income,race,sex,0.010482781212890549,0.001048278121289055,0.008271569550796443,0.020965562425781098,0.009997272858778248,0.013503534461064495,0.00018191440472253287,adult,mostly
k=3,age,sex,workclass,0.03562507677818272,0.0011875025592727572,0.010523729577003399,0.07125015355636544,0.015354053123936215,0.03799210072284301,0.001440827269832211,adult,mostly
k=3,fnlwgt,sex,workclass,0.02489660538061505,0.0008298868460205016,0.005528029155235259,0.0497932107612301,0.009617898206234442,0.02499115894575351,0.0006241411631271198,adult,mostly
k=3,education,sex,workclass,0.035092748044715606,0.0009747985567976558,0.008926743376602098,0.07018549608943121,0.015876351959107183,0.03334165486199028,0.00111013802299623,adult,mostly
k=3,education-num,sex,workclass,0.03374145202899144,0.00140589383454131,0.010278039392326271,0.06748290405798288,0.016367261420025783,0.031798321390100165,0.0010100513302660308,adult,mostly
k=3,marital-status,sex,workclass,0.02829531960198189,0.0007859811000550525,0.006715531714508005,0.05659063920396378,0.011649215859680297,0.03246122146872053,0.001048031533043842,adult,mostly
k=3,occupation,sex,workclass,0.04168543466688504,0.0013446914408672594,0.009500020474182053,0.08337086933377008,0.01657887963380686,0.04417538112328097,0.001938371126806036,adult,mostly
k=3,relationship,sex,workclass,0.02841816469432045,0.0009167149901393694,0.00769829245321646,0.0568363293886409,0.013072087829868836,0.029800975415810827,0.0008744735750078839,adult,mostly
k=3,race,sex,workclass,0.020433233692313993,0.0006926519895699659,0.009704762294746316,0.040866467384627986,0.012600391182616204,0.02634784794690758,0.0006610985932656472,adult,mostly
k=3,capital-gain,sex,workclass,0.014331927439498803,0.0023886545732498005,0.011588387043937609,0.028663854878997606,0.01396693416703117,0.01493476953146264,0.0002230028115011512,adult,mostly
k=3,capital-loss,sex,workclass,0.014331927439498803,0.0023886545732498005,0.011588387043937609,0.028663854878997606,0.01396693416703117,0.01493476953146264,0.0002230028115011512,adult,mostly
k=3,hours-per-week,sex,workclass,0.027025920314483434,0.0011260800131034764,0.0061013062528152,0.05405184062896687,0.012055660167803595,0.028953869561723567,0.0008373273684022626,adult,mostly
k=3,native-country,sex,workclass,0.02071987224110397,0.0005755520066973325,0.01359485688546741,0.04143974448220794,0.015963455975049595,0.030344635150039236,0.0008398960160148487,adult,mostly
k=3,income,sex,workclass,0.017730641660865652,0.0014775534717388044,0.007575447360877924,0.035461283321731304,0.011881377950181174,0.020323279951878843,0.0004128653949918579,adult,mostly
k=3,age,capital-gain,workclass,0.02317677408787519,0.0015451182725250126,0.012980631423774619,0.04635354817575038,0.015302420653166402,0.027079656692774495,0.0007328379340897076,adult,mostly
k=3,age,capital-gain,fnlwgt,0.02542893411408214,0.0020343147291265714,0.005978461160476636,0.05085786822816428,0.012711021256737348,0.02210991218626707,0.0004887525213433186,adult,mostly
k=3,age,capital-gain,education,0.03087506654109169,0.0020583377694061125,0.005650874247573809,0.06175013308218338,0.014317178439313093,0.025386133355090757,0.0006443025301564768,adult,mostly
k=3,age,capital-gain,education-num,0.028131526145530487,0.002813152614553049,0.005650874247573809,0.056263052291060975,0.014439742584255727,0.024730636187363944,0.0006112574843141203,adult,mostly
k=3,age,capital-gain,marital-status,0.027599197412063382,0.0018399464941375589,0.010155194299987721,0.055198394824126765,0.01626913084683824,0.0277824551431594,0.0007698078203015244,adult,mostly
k=3,age,capital-gain,occupation,0.029114286884238973,0.0019409524589492648,0.005528029155235245,0.05822857376847795,0.013511719240745486,0.02622980015197453,0.0006877612283666778,adult,mostly
k=3,age,capital-gain,relationship,0.03165308545923591,0.002110205697282394,0.010318987756439121,0.06330617091847182,0.016977825826766813,0.029673081000561066,0.0008798749523602275,adult,mostly
k=3,age,capital-gain,race,0.019941853322959738,0.001595348265836779,0.014987101265304448,0.039883706645919476,0.01670181322819896,0.02101961894582213,0.0004414388379107557,adult,mostly
k=3,age,capital-gain,sex,0.02481470865238933,0.004962941730477866,0.012448302690307528,0.04962941730477866,0.01812047238207531,0.019595299927850383,0.00038393081419430897,adult,mostly
k=3,age,capital-gain,capital-loss,0.017321158019737118,0.006928463207894847,0.017321158019737132,0.034642316039474236,0.01966101493661863,0.015743327178294967,0.0002478187712202651,adult,mostly
k=3,age,capital-gain,hours-per-week,0.029032390156013277,0.0029032390156013277,0.006838376806846569,0.058064780312026554,0.01568541505526456,0.028788294602619967,0.000828344468417649,adult,mostly
k=3,age,capital-gain,native-country,0.020801768969329667,0.0013867845979553112,0.015028049629417312,0.041603537938659334,0.017491135791142927,0.02361495172474855,0.0005570442189176219,adult,mostly
k=3,age,capital-gain,income,0.023709102821342285,0.004741820564268457,0.011301748495147625,0.04741820564268457,0.017435638412487617,0.027791282845115988,0.0007694470010725183,adult,mostly
k=3,age,capital-loss,workclass,0.02317677408787519,0.0015451182725250126,0.012980631423774619,0.04635354817575038,0.015302420653166402,0.027079656692774495,0.0007328379340897076,adult,mostly
k=3,age,capital-loss,fnlwgt,0.02542893411408214,0.0020343147291265714,0.005978461160476636,0.05085786822816428,0.012711021256737348,0.02210991218626707,0.0004887525213433186,adult,mostly
k=3,age,capital-loss,education,0.03087506654109169,0.0020583377694061125,0.005650874247573809,0.06175013308218338,0.014317178439313093,0.025386133355090757,0.0006443025301564768,adult,mostly
k=3,age,capital-loss,education-num,0.028131526145530487,0.002813152614553049,0.005650874247573809,0.056263052291060975,0.014439742584255727,0.024730636187363944,0.0006112574843141203,adult,mostly
k=3,age,capital-loss,marital-status,0.027599197412063382,0.0018399464941375589,0.010155194299987721,0.055198394824126765,0.01626913084683824,0.0277824551431594,0.0007698078203015244,adult,mostly
k=3,age,capital-loss,occupation,0.029114286884238973,0.0019409524589492648,0.005528029155235245,0.05822857376847795,0.013511719240745486,0.02622980015197453,0.0006877612283666778,adult,mostly
k=3,age,capital-loss,relationship,0.03165308545923591,0.002110205697282394,0.010318987756439121,0.06330617091847182,0.016977825826766813,0.029673081000561066,0.0008798749523602275,adult,mostly
k=3,age,capital-loss,race,0.019941853322959738,0.001595348265836779,0.014987101265304448,0.039883706645919476,0.01670181322819896,0.02101961894582213,0.0004414388379107557,adult,mostly
k=3,age,capital-loss,sex,0.02481470865238933,0.004962941730477866,0.012448302690307528,0.04962941730477866,0.01812047238207531,0.019595299927850383,0.00038393081419430897,adult,mostly
k=3,age,capital-loss,hours-per-week,0.029032390156013277,0.0029032390156013277,0.006838376806846569,0.058064780312026554,0.01568541505526456,0.028788294602619967,0.000828344468417649,adult,mostly
k=3,age,capital-loss,native-country,0.020801768969329667,0.0013867845979553112,0.015028049629417312,0.041603537938659334,0.017491135791142927,0.02361495172474855,0.0005570442189176219,adult,mostly
k=3,age,capital-loss,income,0.023709102821342285,0.004741820564268457,0.011301748495147625,0.04741820564268457,0.017435638412487617,0.027791282845115988,0.0007694470010725183,adult,mostly
k=3,capital-gain,capital-loss,workclass,0.012243560869743209,0.004081186956581069,0.012079767413291753,0.024487121739486417,0.01434514181935374,0.011472408624423301,0.00013160237104288506,adult,mostly
k=3,capital-gain,capital-loss,fnlwgt,0.007984931002006465,0.003193972400802586,0.004831906965316712,0.01596986200401293,0.007551615554626426,0.005979368065926176,3.5752541234627326e-05,adult,mostly
k=3,capital-gain,capital-loss,education,0.015314688178207282,0.005104896059402428,0.011097006674583354,0.030629376356414564,0.015601595414736808,0.01226621982594334,0.00015045293332109576,adult,mostly
k=3,capital-gain,capital-loss,education-num,0.007165963719749403,0.0035829818598747017,0.007165963719749396,0.014331927439498807,0.008626217800213446,0.00669756869082231,4.485670045173071e-05,adult,mostly
k=3,capital-gain,capital-loss,marital-status,0.008353466279022136,0.0027844887596740454,0.006469841529830881,0.01670693255804427,0.008189468078190827,0.015232607918017735,0.00023186088471036082,adult,mostly
k=3,capital-gain,capital-loss,occupation,0.015191843085868725,0.005063947695289575,0.012489251054420392,0.03038368617173745,0.016585957841063897,0.013490990700536411,0.0001819869787651248,adult,mostly
k=3,capital-gain,capital-loss,relationship,0.011178903402809024,0.003726301134269675,0.005732770975799523,0.02235780680561805,0.010234633831467622,0.011104880667914844,0.00012329867747061404,adult,mostly
k=3,capital-gain,capital-loss,race,0.003603456041931147,0.0014413824167724587,0.002743540395561239,0.007206912083862294,0.0038967699122461515,0.007070369277659067,4.997601461418391e-05,adult,mostly
k=3,capital-gain,capital-loss,sex,0.0034396625854797303,0.0034396625854797303,0.0034396625854797858,0.0068793251709594605,0.00486441747837274,0.0025746855696417276,6.628994925808682e-06,adult,mostly
k=3,capital-gain,capital-loss,hours-per-week,0.004831906965316733,0.0024159534826583666,0.00483190696531674,0.009663813930633466,0.006334435315622539,0.004940283397704721,2.440615140045803e-05,adult,mostly
k=3,capital-gain,capital-loss,native-country,0.005364235698783861,0.001788078566261287,0.0029482822161254647,0.010728471397567722,0.004870962390307681,0.012087808524561408,0.0001459798538743797,adult,mostly
k=3,capital-gain,capital-loss,income,0.008967691740714975,0.008967691740714975,0.00896769174071499,0.01793538348142995,0.012682231282900308,0.007381178242115437,5.448059522020947e-05,adult,mostly
k=3,age,hours-per-week,workclass,0.043896646328979154,0.0007316107721496525,0.004750010237091026,0.08779329265795831,0.012080114428342349,0.04950724327969239,0.0024415736194718335,adult,mostly
k=3,age,hours-per-week,marital-status,0.04414233651365628,0.0007481751951467166,0.006551738258056591,0.08828467302731256,0.01494721864253497,0.05076126432603166,0.002501825045391308,adult,mostly
k=3,age,hours-per-week,occupation,0.04700872200155604,0.000783478700025934,0.004463371688301052,0.09401744400311209,0.011784310294532757,0.0480697735496812,0.0023040336028572806,adult,mostly
k=3,age,hours-per-week,relationship,0.049138036935424435,0.0008189672822570739,0.006592686622169448,0.09827607387084887,0.014452510334704571,0.048978561371430133,0.002389281531789856,adult,mostly
k=3,age,hours-per-week,race,0.0376724949838254,0.000753449899676508,0.006387944801605164,0.0753449899676508,0.014105864511326028,0.039977683890479176,0.001574211456560699,adult,mostly
k=3,age,hours-per-week,sex,0.03329102002375006,0.001664551001187503,0.005732770975799516,0.06658204004750012,0.01367773437766813,0.032590138508688735,0.0010614145165290655,adult,mostly
k=3,age,hours-per-week,native-country,0.035502231685844154,0.0005917038614307359,0.006387944801605178,0.07100446337168831,0.014098730488560486,0.044544438148238906,0.0019590077313063896,adult,mostly
k=3,age,hours-per-week,income,0.03582981859874699,0.0017914909299373495,0.007657344089103638,0.07165963719749398,0.015346406737062682,0.03877118285371191,0.0014962104393069975,adult,mostly
k=3,fnlwgt,hours-per-week,workclass,0.029892305802383192,0.0004982050967063865,0.0028663854878997613,0.059784611604766384,0.007751256010139726,0.03575965363651083,0.0012736812867087072,adult,mostly
k=3,fnlwgt,hours-per-week,marital-status,0.03501085131648991,0.0005835141886081653,0.004709061872978176,0.07002170263297983,0.010480381620037765,0.04051200529956999,0.0016240109191222546,adult,mostly
k=3,fnlwgt,hours-per-week,occupation,0.0416444863027722,0.00069407477171287,0.004176733139511071,0.0832889726055444,0.010205594230954731,0.0396436495619509,0.001569952513513283,adult,mostly
k=3,fnlwgt,hours-per-week,relationship,0.037754391712051104,0.0006292398618675184,0.003603456041931123,0.07550878342410221,0.010070300904263967,0.037694748124456105,0.0014180045740281397,adult,mostly
k=3,fnlwgt,hours-per-week,race,0.02489660538061506,0.0004979321076123012,0.004217681503623935,0.04979321076123012,0.009610922142209157,0.03395972119193015,0.0010918885620304917,adult,mostly
k=3,fnlwgt,hours-per-week,sex,0.02063797551287826,0.001031898775643913,0.0034396625854797094,0.04127595102575652,0.00875625019665511,0.01917041265776401,0.00036741929221201057,adult,mostly
k=3,fnlwgt,hours-per-week,native-country,0.023217722451988044,0.0003869620408664674,0.0033987142213668525,0.04643544490397609,0.008355473310664724,0.0349993752466789,0.001190353519621245,adult,mostly
k=3,fnlwgt,hours-per-week,income,0.02297203226731092,0.001148601613365546,0.0040538880471725075,0.04594406453462184,0.009182664946011894,0.022176486950959584,0.0004915101082607301,adult,mostly
k=3,education,hours-per-week,workclass,0.03677163097334263,0.0005107170968519809,0.004217681503623921,0.07354326194668526,0.010192441839085152,0.04497807010356541,0.0020068016065660707,adult,mostly
k=3,education,hours-per-week,marital-status,0.037344908070922576,0.0005186792787628136,0.00364440440604398,0.07468981614184515,0.010177295575682475,0.044878653214073104,0.0019293054137886397,adult,mostly
k=3,education,hours-per-week,occupation,0.04111215756930509,0.0005710021884625708,0.0038491462266082507,0.08222431513861019,0.010650826150592443,0.04307861599820171,0.0018513378398148008,adult,mostly
k=3,education,hours-per-week,relationship,0.03816387535317964,0.0005300538243497172,0.004217681503623932,0.07632775070635928,0.010272572718610219,0.039661350048722885,0.0015368374499108032,adult,mostly
k=3,education,hours-per-week,race,0.028909545063674713,0.0004858747069525162,0.004463371688301049,0.057819090127349426,0.010175812665403324,0.036022634545353045,0.0012390060206897945,adult,mostly
k=3,education,hours-per-week,sex,0.02637074648867778,0.0010987811036949075,0.003971991318946811,0.05274149297735556,0.010271266813921183,0.02468063338467052,0.0006086905268077719,adult,mostly
k=3,education,hours-per-week,native-country,0.0289095450636747,0.00041596467717517553,0.004217681503623935,0.0578190901273494,0.010269470923822762,0.03977220742014428,0.0014466108229286702,adult,mostly
k=3,education,hours-per-week,income,0.02653453994512918,0.001105605831047049,0.0052413906064452676,0.05306907989025836,0.010773233667795722,0.025634445658020345,0.0006565551108933785,adult,mostly
k=3,education-num,hours-per-week,workclass,0.032144465828590145,0.0006696763714289614,0.00364440440604398,0.06428893165718029,0.009341613406581047,0.04096461482750901,0.0016695752277405868,adult,mostly
k=3,education-num,hours-per-week,marital-status,0.02878669997133614,0.0005997229160695029,0.0035215593137054163,0.05757339994267228,0.009168410964886261,0.03474065621789211,0.0011651252782479743,adult,mostly
k=3,education-num,hours-per-week,occupation,0.03619835387576267,0.0007541323724117224,0.0038491462266082507,0.07239670775152535,0.011011532091845428,0.03522800063192792,0.001239533459595063,adult,mostly
k=3,education-num,hours-per-week,relationship,0.03271774292617009,0.0006816196442952102,0.004258629867736785,0.06543548585234019,0.009684093324643712,0.03364869218899655,0.0011115904474582822,adult,mostly
k=3,education-num,hours-per-week,race,0.021293149338683915,0.0005323287334670979,0.004463371688301049,0.04258629867736783,0.008653388279934312,0.029631252051762966,0.0008311066280005117,adult,mostly
k=3,education-num,hours-per-week,sex,0.02149789115924818,0.0013436181974530112,0.005036648785881004,0.04299578231849636,0.010354674619121979,0.01977324064243986,0.00039089937153513653,adult,mostly
k=3,education-num,hours-per-week,native-country,0.019778059866508345,0.00042080978439379456,0.0034396625854797094,0.03955611973301669,0.008177789175078162,0.0308703691149724,0.0009034972905374451,adult,mostly
k=3,education-num,hours-per-week,income,0.02329961918021374,0.0014562261987633588,0.0052413906064452676,0.04659923836042748,0.010378774662160148,0.022049242866015867,0.0004859681780107249,adult,mostly
k=3,capital-gain,hours-per-week,workclass,0.0195323696818312,0.0016276974734859334,0.005773719339912373,0.0390647393636624,0.010678183981198682,0.02248818004010146,0.0005052174053270884,adult,mostly
k=3,capital-gain,hours-per-week,marital-status,0.015232791449981568,0.001269399287498464,0.0041767331395110765,0.030465582899963137,0.008476014638890635,0.023251754127352944,0.0005390964219366566,adult,mostly
k=3,capital-gain,hours-per-week,occupation,0.02100651078989393,0.0017505425658244941,0.005446132427009542,0.04201302157978786,0.011256853506169742,0.023533851755769795,0.0005535513232112288,adult,mostly
k=3,capital-gain,hours-per-week,relationship,0.018467712214897,0.0015389760179080833,0.006346996437492314,0.036935424429794,0.010721435974780183,0.020162424010167553,0.0004063119201687716,adult,mostly
k=3,capital-gain,hours-per-week,race,0.01253019941853326,0.001253019941853326,0.005609925883460987,0.02506039883706652,0.008447479791270024,0.014821751033648118,0.00021954272214070355,adult,mostly
k=3,capital-gain,hours-per-week,sex,0.010318987756439149,0.0025797469391097873,0.007247860447975096,0.020637975512878298,0.009189236249243402,0.011715607016549156,0.00013724005786875672,adult,mostly
k=3,capital-gain,hours-per-week,native-country,0.009991400843536323,0.0008326167369613603,0.004504320052413913,0.019982801687072647,0.006932015027897965,0.017106437764961974,0.0002910343877289634,adult,mostly
k=3,capital-gain,hours-per-week,income,0.01871340239957415,0.004678350599893537,0.007452602268539388,0.0374268047991483,0.014446127870026476,0.016919410423991213,0.00028619954128531735,adult,mostly
k=3,capital-loss,hours-per-week,workclass,0.0195323696818312,0.0016276974734859334,0.005773719339912373,0.0390647393636624,0.010678183981198682,0.02248818004010146,0.0005052174053270884,adult,mostly
k=3,capital-loss,hours-per-week,marital-status,0.015232791449981568,0.001269399287498464,0.0041767331395110765,0.030465582899963137,0.008476014638890635,0.023251754127352944,0.0005390964219366566,adult,mostly
k=3,capital-loss,hours-per-week,occupation,0.02100651078989393,0.0017505425658244941,0.005446132427009542,0.04201302157978786,0.011256853506169742,0.023533851755769795,0.0005535513232112288,adult,mostly
k=3,capital-loss,hours-per-week,relationship,0.018467712214897,0.0015389760179080833,0.006346996437492314,0.036935424429794,0.010721435974780183,0.020162424010167553,0.0004063119201687716,adult,mostly
k=3,capital-loss,hours-per-week,race,0.01253019941853326,0.001253019941853326,0.005609925883460987,0.02506039883706652,0.008447479791270024,0.014821751033648118,0.00021954272214070355,adult,mostly
k=3,capital-loss,hours-per-week,sex,0.010318987756439149,0.0025797469391097873,0.007247860447975096,0.020637975512878298,0.009189236249243402,0.011715607016549156,0.00013724005786875672,adult,mostly
k=3,capital-loss,hours-per-week,native-country,0.009991400843536323,0.0008326167369613603,0.004504320052413913,0.019982801687072647,0.006932015027897965,0.017106437764961974,0.0002910343877289634,adult,mostly
k=3,capital-loss,hours-per-week,income,0.01871340239957415,0.004678350599893537,0.007452602268539388,0.0374268047991483,0.014446127870026476,0.016919410423991213,0.00028619954128531735,adult,mostly
k=3,age,native-country,workclass,0.03468326440358708,0.0004032937721347335,0.012079767413291836,0.06936652880717416,0.014883364408124511,0.05664332199073905,0.0027733720277880944,adult,mostly
k=3,age,native-country,occupation,0.04094836411285369,0.00045498182347615215,0.004954752057655297,0.08189672822570739,0.013346403028174064,0.051765679033319786,0.002492905032167883,adult,mostly
k=3,age,native-country,relationship,0.0432414725031735,0.000499901416221659,0.008066827730232179,0.086482945006347,0.015454630877640471,0.052440774244544956,0.0025748962823473453,adult,mostly
k=3,age,native-country,race,0.026452643216903465,0.0004483498850322621,0.014045288890708829,0.05290528643380693,0.016309893291562964,0.04410616377004879,0.0016855743746419533,adult,mostly
k=3,age,native-country,sex,0.031980672372138724,0.0010660224124046241,0.009663813930633466,0.06396134474427745,0.016438001521718343,0.0322189954749205,0.0010355248807786257,adult,mostly
k=3,fnlwgt,native-country,workclass,0.025797469391097835,0.0003071127308464028,0.005487080791122395,0.05159493878219567,0.00993215212205596,0.04694937547541721,0.0019042669719216,adult,mostly
k=3,fnlwgt,native-country,occupation,0.03267679456205724,0.0003651038498553882,0.006224151345153764,0.06535358912411449,0.010676770640175104,0.04298406306150543,0.0017681964757446625,adult,mostly
k=3,fnlwgt,native-country,relationship,0.036566889152778344,0.0004131851881669869,0.005282338970558131,0.07313377830555669,0.011652813761989119,0.05539273326613793,0.0028314703291840585,adult,mostly
k=3,fnlwgt,native-country,race,0.025592727570533574,0.00043012987513501807,0.006387944801605178,0.05118545514106715,0.010729565382053316,0.04553209313041969,0.0017957105488788714,adult,mostly
k=3,fnlwgt,native-country,sex,0.018877195856025562,0.0006292398618675187,0.0061013062528152,0.037754391712051125,0.009175357978239007,0.026673467453822253,0.0007064836508153868,adult,mostly
k=3,education,native-country,workclass,0.03247205274149298,0.00034544736959035087,0.0122026125056304,0.06494410548298596,0.01511932051420711,0.05154629377472969,0.002265931132166523,adult,mostly
k=3,education,native-country,occupation,0.037222062978584006,0.00035963345873028026,0.008640104827812134,0.07444412595716801,0.014011522608470516,0.05456678936925373,0.0026147147771040527,adult,mostly
k=3,education,native-country,relationship,0.0350927480447156,0.000350927480447156,0.0061832029810409,0.0701854960894312,0.01128348501088142,0.05157209771397122,0.002448242085497832,adult,mostly
k=3,education,native-country,race,0.026616436673354914,0.0003972602488560435,0.011342696859260482,0.05323287334670983,0.0149797153140968,0.044071901394489695,0.0016797524897392735,adult,mostly
k=3,education,native-country,sex,0.024896605380615056,0.0007013128276229594,0.009418123745956339,0.04979321076123011,0.014442877531843791,0.029575815420684163,0.0008454495396961689,adult,mostly
k=3,education-num,native-country,workclass,0.028950493427787525,0.00042574255040864006,0.007452602268539332,0.05790098685557505,0.012336947713263796,0.04340375795719582,0.001649607105363952,adult,mostly
k=3,education-num,native-country,occupation,0.030342737807624594,0.00043346768296606563,0.008025879366119343,0.06068547561524919,0.013146401988990546,0.04552207954801753,0.0018470700712408833,adult,mostly
k=3,education-num,native-country,relationship,0.02702592031448344,0.0003888621627983229,0.004381474960075349,0.05405184062896688,0.009476516690357399,0.04189931033219155,0.0016224065828136748,adult,mostly
k=3,education-num,native-country,race,0.016174603824577194,0.0003405179752542567,0.00466811350886534,0.03234920764915439,0.007789020395271719,0.03735191325726904,0.001170320619556563,adult,mostly
